title,date_published,text
UK should try to have more than one friend: China Daily editorial,9/6/2018,"                                             In what the Foreign Ministry described on Thursday as a ""provocative"" move that has infringed on China's sovereignty and violated Chinese and international laws, a British Royal Navy warship entered Chinese territorial waters around the Xisha Islands in the South China Sea on August 31, triggering strong complaints from China.  A British Navy spokesman claimed that the HMS Albion, a 22,000-ton amphibious warship on its way to Vietnam from Japan, was conducting a ""freedom of navigation operation"". It is not the first time a British warship has entered Chinese waters under this pretext.  And it is a pretext, as freedom of navigation in the South China Sea has never been a problem. Hundreds of thousands of commercial ships pass through the strategic waterway each year transporting an estimated $5 trillion worth of goods. Not a single one has found its freedom of navigation compromised.  Despite their maritime disputes, China and other regional countries are making progress on agreeing a code of conduct for the waters, and the situation has remained stable thanks to their joint efforts to enhance cooperation and mutual trust.  It is the continuous provocative maneuvers by navies from outside the region that have escalated tensions and threatened the stability and endangered maritime safety in the South China Sea.  There is no international law that justifies even ""innocent passage"" of a foreign country's military vessels through other's territorial waters without permission. The reckless actions by the British navy to challenge China's sovereignty can only be explained by the country wanting to curry favor with the United States. The US has often grumbled that its allies have been remiss in not following its lead in conducting ""freedom of navigation"" operations in the South China Sea. Now that it is eyeing the US as an economic lifeline after it exits the European Union — the United Kingdom is no doubt eager to seize whatever opportunity it can to get into Washington's good books.  But by trying to revive the ""special relationship"" in this way now it is no longer the gateway to continental Europe, the UK risks losing more than it can gain.  China and the UK had agreed to actively explore the possibility of discussing a free trade agreement after Brexit, but any act that harms China's core interests will only put a spanner in the works.  During her visit to Beijing early this year, British Prime Minister Theresa May pledged to intensify ""the golden era"" of Sino-UK relations. To achieve that, the country should refrain from being Washington's sharksucker in the South China Sea.         "
HK campuses must not tolerate the impermissible:  China Daily editorial,9/5/2018,"                                                 Hong Kong celebrates the 20th anniversary of its return to the motherland with a flag-raising ceremony at Golden Bauhinia Square on July 1, 2017. [Photo/Xinhua]   Hong Kong separatists reared their heads on university campuses again in the past week, one year after separatist banners on the campus of the Chinese University of Hong Kong provoked widespread condemnation in the special administrative region last September.  Carrie Lam Cheng Yuet-ngor, chief executive of the Hong Kong Special Administrative Region, condemned the student union leaders at some local universities after they greeted their teachers and fellow students on the first day of the new academic year with speeches filled with separatist references.  Attacking those using the university events as a platform to promote an ""absurd"" idea, she said that those advocating independence were violating the Basic Law and that anything ""that impacts the basic policy direction of 'one country, two systems' or the 'bottom line' mentioned by President Xi Jinping on July 1 last year — we will not tolerate"", referring to the red line he drew for relations between the mainland and Hong Kong at a gathering to celebrate the 20th anniversary of Hong Kong's return to the motherland.  Any attempt to endanger national sovereignty and security, challenge the power of the central government and the authority of the Basic Law crosses a red line, and is ""absolutely impermissible"", he said.  On Wednesday, Deputy Director of the Hong Kong and Macao Affairs Office of the State Council Huang Liuquan reemphasized the central government's zero-tolerance stance toward Hong Kong separatism.  Two decades after Hong Kong's return to the motherland and the establishment of the Hong Kong Special Administrative Region, no one should have any doubt about the constitutional reality of Hong Kong — separatism is simply a non-issue in any rational discussion.  That campuses have been repeatedly exploited by attention seekers raising banners for ""independence"" is unfair on the majority of students, who expect them to be places of study and research.  University administrators, while they may not wish to be considered to be using a heavy hand, should take effective measures to stop any advocacy of separatism on campus as they have a duty to uphold the Basic Law and create an environment for learning.  Freedom of speech should be respected. But it should not be allowed to be abused.         "
Nauru's ugly forum farce against trend of times: China Daily editorial,9/5/2018,"                                                 The 18-nation Pacific Islands Forum (PIF) in Yaren on the Pacific island of Nauru. [Photo/VCG]   The visa row between Nauru and diplomats from the Chinese mainland, while an ""ugly farce"", is little more than a storm in a teacup. However, it does reveal something significant that is of concern.  It was for political reasons that Nauru refused to stamp entry visas in Chinese diplomatic passports, saying it would only process their personal passports. This is because it has ""diplomatic ties"" with Taiwan, and it is for that reason the island country's president spoke ill of the Chinese delegation's bid to speak at the Pacific Islands Forum. The threat to boycott the forum by other Pacific island countries points to the inappropriateness of how Nauru treated the delegation from the Chinese mainland, which attended as an invited dialogue partner.  However, the bigger issue is the disconnect between the reality of China's presence in many parts of the world and the perceptions of it by some, as shown by Nauru claiming China is a big country that bullies small countries.  As the world's second-largest economy, it is natural for China to develop economic ties with other countries, big and small, and economic ties with China have brought tangible economic benefits to other countries, not least to island economies in the Pacific.  The trade volume between China and Pacific island countries was $8.2 billion in 2017, up from $7.5 billion the year before, of which $3.48 billion was imports from the Pacific island countries, an increase of 34.9 percent, according to statistics from China's Ministry of Commerce.  However, as China's economic strength continues to grow, some countries have started to look at China through tainted glasses, and make wild speculations about what ulterior motives China might have in boosting its economic relations with a particular country or region.  Some choose to distort the truth and describe China's economic cooperation as a means to extend its political influence and its assistance as bait with which to entrap countries.  Such claims go against the historical trend, which shows the positive contribution China has made to global development and growth over the past decades, as evidenced by the number of countries that are benefiting from economic cooperation with China.  People may be fooled for a moment, they can't be fooled forever.  Nauru's actions go against the common will of the Pacific island countries that is on the basis of the one-China principle, which is a general consensus of the international community.  Nauru's actions and name-calling simply show it is out of step with the times.         "
Region flies the flag for managing its own affairs: China Daily editorial,9/4/2018,"                                                 A photo of Chinese PLA navy fleet taken in April 2018. [Photo/VCG]   In a sign that Sino-Philippine relations are now resilient enough to withstand any unexpected incident, on Monday, the Philippine navy extricated one of its largest warships from a disputed shoal in the South China Sea where it ran aground last week.  There had been speculation that Manila was repeating an old trick and the BRP Gregorio del Pilar had been deliberately stranded on Half Moon Shoal, which China calls Banyue Jiao, as a Philippine navy vessel was deliberately grounded on Ren'ai Jiao in 1999, in an attempt to claim the sovereignty rights over the reef and its surrounding waters. Nearly 20 years have passed and the Philippines has yet to tow away the rusty ship, which it has been using as a military outpost.  Since then the Sino-Philippine relationship has been on something of a roller-coaster ride, hitting its nadir when the administration of Benigno Aquino III, encouraged by the United States, took a confrontational stance toward Beijing, and only coming back to the normal track after President Rodrigo Duterte took steps to answer Beijing's call to reset the strained ties after he took office in 2016.  As part of the two sides' efforts to build trust, they reached a consensus to maintain a ""sound and stable"" situation in the South China Sea. That is why Philippine defense officials notified their Chinese counterparts immediately after the accidental grounding of the frigate to avoid any misunderstanding, and why, in a show of goodwill, the Chinese Navy offered to help with its recovery.  China and other regional countries have been working together to maintain peace and security in the South China Sea, and the swift and amicable end to the incident has not allowed it to be played up by other countries seeking to drive a wedge between them.  By continually enhancing mutual trust and seeking to peacefully resolve their territorial disputes, countries in the region have turned a cold shoulder to those trying to stir up trouble in the waters.  At the end of June, the Association of Southeast Asian Nations and China agreed to move forward with negotiations on the proposed Code of Conduct in the South China Sea based on the framework they had agreed.  By handling this unexpected incident in a prompt and respectful way, the Philippines has shown that countries in the region can manage their differences, build trust, and maintain peace and stability in the South China Sea.         "
"China, Africa on shared mission for better future: editorial",9/4/2018,"                                             ""Community with a shared future"" has become so prominent in Chinese diplomacy lately that it should come as no surprise that the 2018 summit of the Forum on China-Africa Cooperation passed its Beijing declaration on Tuesday promising to build a ""closer China-Africa community with a shared future"".  China is not the only one making promises to Africa. But what is special about those from Beijing is, they are not made with the intention of imposing its will on African countries.  As he did in 2015, President Xi Jinping has earmarked $60 billion, including grants, interests-free and concessional loans, to support the 2019-21 action plan that was announced on Tuesday. Unlike other similar development aid programs extended to Africa, this assistance has no political strings attached. For as Xi said, China respects and supports Africa, as over the years it has proven to be ""a good friend, good partner and good brother"".  We have seen other similar development aid programs fall flat, and numerous pledges left unhonored, but Xi vowed China will do everything it can to help Africa alleviate poverty, pursue development, increase employment and income, and better the lives of its people.  And it is not just talk. In a show of good faith, Xi simultaneously wrote off inter-government interest-free debts due at year's end that are owed by the least developed and heavily indebted poor countries, as well as landlocked and small island developing countries in Africa that have diplomatic relations with China. Only the indebted countries themselves know how much that means to them.  If all this sounds too good to be true, if the idea of a ""China-Africa community of shared future"" sounds too abstract, then one only has to look at the full wording of the declaration's title to see that it is firmly grounded in the reality that both will benefit from strengthening their cooperation.  Close collaboration with African countries will not only lift the China-Africa comprehensive strategic and cooperative partnership to new heights, it will also strengthen the cooperation of developing countries in pursuit of a fairer global governance system.  In doing so, China and Africa can demonstrate that a community with a shared future is not just a phrase, but the way ""to make the world a place of peace and stability and life happier and more fulfilling for all"".         "
"Trade, diplomacy are ways to make friends, not enemies: China Daily editorial",9/3/2018,"                                             While previous US administrations used trade deals as a way of promoting US influence around the world, trade was not the be-all and end-all of their foreign policy. The same cannot be said of the current administration as President Donald Trump has made trade the defining characteristic of his foreign policy. Whether it be through sanctions or tariffs, trade is being used as leverage for the populist ""America first"" strategy that propelled him through the White House door. The use of aggressive trade policies to achieve foreign policy objectives may make the US president feel more at ease, as it is deal-making in a manner he is used to, but it risks reducing complex issues to a ""you lose, I win"" proposition or else complicating them further. One only has to look at his conflating the trade dispute with China with his stalled engagement with the Democratic People's Republic of Korea to see how this has compounded both issues exponentially and by a large order of magnitude. Perhaps this is to be expected as his appeal has been built on the simple message of ""us versus them"", whether that be those in the swamp versus good people, or a battle of noble America against evil regimes. His policies, and his early exposure to the power of positive thinking, demand simple answers to difficult problems. If only life was so obliging. Making trade a means of persuasion for foreign policy objectives and vice versa may seem like a good idea to an administration that lacks diplomatic nous, but one can't help feeling that history has shown enough times it actually isn't that good a notion. Instead of getting bogged down in a nondeliverable strategy for exceptionalism that is damaging the US economy and leadership rather than enhancing them, the administration would do better to look at how trade and diplomacy are two means to connect with other countries and forge friendly and mutually beneficial relations. For example, the European Commission's decision not to extend the restrictions on imports of solar panels from China, which expired at midnight on Monday, has reset relations between the two sides and, as China's Ministry of Commerce said, is conducive to establishing a stable and predictable business environment. The Trump administration's coercion-based approach to trade and its reliance on it as a foreign policy tool have failed to pay dividends; perhaps it is time the people as shareholders of the nation demanded a change of approach.         "
West's bias not reflected in reality of African ties: China Daily editorial,9/3/2018,"                                                 Chinese President Xi Jinping delivers a keynote speech at the 2018 Beijing Summit of the Forum on China-Africa Cooperation in Beijing, Sept 3, 2018. [Photo/Xinhua]   Every time Chinese leaders and their counterparts from across Africa meet for their summit, voices professing concern for African countries are heard in the West cautioning them about China's ""neocolonialism"".  This year, those attending the summit of the Forum on China-Africa Cooperation, which is being held in Beijing on Monday and Tuesday, have been serenaded by a choir of the concerned harping on the accusation that China is trapping African countries in debt.  Rather than reflecting the reality of Sino-African relations, this claim simply reflects the West's anxiety about China's rise and its concerns that the Belt and Road Initiative is a vehicle for extending Beijing's influence.  A report released by McKinsey & Company in June last year, concluded that no other country has such a depth and breadth of engagement with Africa as China, which had ""catapulted from being a small investor in Africa in 2000 to being its biggest economic partner"". However, to put that in context, China's $115 billion of credit to Africa between 2000 and 2016 makes up less than 2 percent of Africa's $6 trillion debt stock.  And as President Xi Jinping said on Monday, China-Africa cooperation under the framework of China's Belt and Road Initiative is intended to target the continent's major development bottlenecks so as to realize tangible benefits for both peoples.  That is why its assistance programs have been so successful as they directly address the needs of Africans. On a continent where more than 600 million people still have no access to electricity, 40 percent of the Chinese loans go for power generation and transmission. Another 30 percent seek to modernize Africa's transport infrastructure.  Rather than being debt trap diplomacy, as some in the West claim, Beijing's support for Africa seeks to realize benefits to the continent that can be both seen and felt and to promote the building of a Sino-African community with a shared future.  On Monday, having pledged $60 billion to Africa at the summit in South Africa three years ago, Xi offered another $60 billion in financing, promising Chinese investment comes with ""no political strings attached"". He also called on other countries not to set conditions on their assistance to African countries or to pursue political interests with their investments.  Despite Western criticism of China's presence in Africa, there is no denying the fact that the continent has maintained its growth momentum every year since China started to invest there. The Beijing summit shows that both sides want to maintain that momentum in pursuit of common prosperity.         "
"Kunshan findings uphold law, not a bow to public opinion",9/2/2018,"                          A screen shot from a video showing the knife attack in Kunshan, Jiangsu province. [Photo/IC]   After five days, the local police in Kunshan have announced the results of the investigation into the case of Yu Haiming, who, after being attacked and wounded by drunken driver Liu Hailong with a knife on Monday evening, fought back and killed his assailant. The police concluded that Yu's actions were ""justifiable self-defense"".  Surveillance video footage shows a BMW driven by Liu pulling into the bicycle lane to make a turn at some traffic lights and knocking Yu off his motorbike. During their subsequent altercation, Liu grabs a large knife from his car and attacks Yu. But he stumbles, and when the weapon falls from his hand and Yu is able to seize it and turn the tables on him  Posted on its public WeChat public account, the release by the local police was read millions of times. However, although public sympathy sided with Yu, it is wrong to treat this case as merely a ""victory of public opinion"". The local police and procuratorate have explained, in detail, how they investigated the incident: How did it begin? How many times did Liu stab Yu when he attacked him with the knife? How many times did Yu stab back when he managed to seize the knife when Liu dropped it while stumbling? Which wounds caused Liu's death? All these questions have clear and unambiguous answers.  In each of the steps, the local police and procuratorate strictly followed the law. They never sought to please public opinion.  Actually, the more attention the case received, the more cautious the police and procuratorate will be. It is wrong to believe the police will bend the law to suit public sentiment. Thus it is more proper to call the Kunshan case a victory for the rule of law which aligned with public demand for public order. The judiciary has interacted positively with the public, while the law has been strictly upheld.  It is also ""a victory"" because the local police and procuratorate have communicated the findings of their investigation and the reasoning behind their decision. They have also clearly explained which legal clauses apply to the case, and also made clear the background information of the persons involved, thus preventing rumors from spreading.  According to the law, the police and procuratorate are responsible for not only enforcing the law, but also enhancing sense of rule of law among the public. They have honored both duties in this case.  We hope the judiciary will be equally strict in following the law when dealing with other cases that do not have such strong attention from society.         "
Washington's rule-breaking will leave it out in the cold: China Daily editorial,9/2/2018,"                          US President Donald Trump. [Photo/IC]   Intent on showing his critics he is making America ""great again"", US President Donald Trump appears willing to lash out at pretty much everyone and everything these days.  But in seeking to find a doorstep on which to lay his troubles, he is not only losing friends and making enemies, he is also disrupting the global economic and trade order, and damaging the credibility of the United States.  While threatening to leave Canada out of NAFTA, and brushing aside the European Union's offer of zero car tariffs, the bellicose Trump refreshed his threat on Thursday to ""withdraw from the WTO"".  Negotiations with Canada failed because Trump wanted to make no concession. He declined the EU offer saying that EU consumers are accustomed to buying European cars. He dislikes the WTO because the US he claims has ""rarely won a lawsuit"" there.  It looks like he will not be satisfied unless Canada one-sidedly concedes, Europe finds a way to make more of its consumers love American cars, and the WTO twists its rules to please the White House.  Washington has problems with almost all major countries, and the evidence points to it being the Trump administration's policies rather than the US' trade partners that are to blame. Ford is one of the top five best-selling car brands in Europe, and the US has won more than 90 percent of the cases it has filed as the complainant.  Rather than ""making America great again"", what Trump is doing is dragging the US image through the mud.  Trump has a wrong concept about what is ""great"". He believes that to be ""great"" the US must lord it over others. No trade rules will satisfy the Trump administration unless they are bent in favor of the US.  But it is rules that enable countries to trade with one another knowing they will both benefit from the process. Fair trade can only be guaranteed if all parties observe the same rules.  The WTO's dispute resolution system is the most effective mechanism for settling trade disputes. And the US has taken advantage of it more than any other country.  In his all-round assault on multilateral international mechanisms, the US president is displaying the typical populist disdain for constraints, as populists by their nature consider theirs to be the only legitimate views and only valid demands.  But perhaps another reason why the US administration is showing such animosity toward the WTO is because it wants to divert attention from the fact that its trade complaints don't have a leg to stand on.         "
China Daily editorial: Victory for the public and rule of law in upholding justice,9/1/2018,"                                             At 17:05 on Saturday, the local police in Kunshan issued a notice via its official micro blog account, saying that Yu Haiming, a man who after being attacked by a drunken driver with a long knife fought back and killed the latter on Monday evening, would not be prosecuted as his was a case of justifiable defense. The police said the case against Yu has been withdrawn.      A screen shot from a video showing the knife attack in Kunshan, Jiangsu province. [Photo/IC]   Within two hours, the police post got over 200,000 ""likes"". On the WeChat public account, another social media platform, it won over 100,000 ""likes"" and was read millions of times. All these suggested the police move won public approval by upholding justice in this case.  During the past week, the case in Kunshan attracted nationwide attention, with the majority of voices online claiming Yu should be considered innocent. That's also partly why the decision of the local police and procuratorate won such wide support.  However, it is wrong to treat this case as merely a ""victory of public opinions"". The local police and procuratorate have explained, in detail, how they probed the entire process of the case: How did the whole case begin? How many times did Liu stab Yu and how many times did Yu stab back? Which cut caused Liu's death? All these questions have clear and unambiguous answers.  In each of their steps, the local police and procuratorate strictly followed the law. They never bent any legal clause to please public opinion.  Actually, the more attention they get from society, the more cautious the police and procuratorate will be. It is illusive to believe public opinions can bend the law in an age when everybody has a camera and a microphone.  Thus it is more proper to call the Kunshan case ""A shared victory of public opinions and the rule of law"". The judiciary has interacted positively with the public, while the rule of law has been strictly followed.  We also hope the judiciary will be equally strict when dealing with other cases that do not have such strong attention from society. Every case deserves serious treatment and justice.         "
"China Daily editorial: With its ploy exposed,  will the NYT eat crow?",8/31/2018,"                                                 [Photo/VCG]   And we thought only dubious or biased media outlets were in the business of spreading falsity. One day the US president tweets from another universe, and hours later admonishes people saying stories based on anonymous sources are ""fiction"". A couple of days before that, The New York Times publishes a report which is neither backed by facts nor crosschecked for authenticity.  The NYT quoted anonymous US federal health officials and scientists to say China has not been sharing samples of a deadly flu strain with the United States for more than a year, leaving health officials worried that trade tensions between the two countries could halt once-routine information sharing of medical and related issues.  Did the NYT crosscheck with the World Health Organization whether the US health officials' claim was true? No. Did it get a response from the Chinese Center for Disease Control and Prevention or the Chinese embassy in Washington? No.  Yet it went ahead and published the report on Monday accusing China of not sharing H7N9 influenza samples with the US. This is no small allegation; it could allow the US to falsely blame China for any delay or difficulty in its preparedness for the next epidemic threat.  Worse, the report uses a cooked-up premise to criticize China for using a public health issue as a trade weapon against the US, in an effort to paint China as a selfish member of the international community.  This is an apt example of exactly what journalism should not be about.  Indeed, WHO has guidelines for member countries on sharing samples of dangerous viruses so they can use them for research to develop vaccines and other cures. Speaking to China Daily, WHO and Chinese CDC officials said that health authorities in China and the US have been ""continuously"" and ""actively"" exchanging information and materials including those on viruses.  ""Specifically on H7N9, since May 2018, the US Centers for Disease Control and Prevention has received five H7N9 virus samples from the Chinese center"", a WHO official said. The Chinese CDC's response was the same.  For the uninitiated, the Chinese and US centers for disease control are two of the six centers participating in WHO's Global Influenza Surveillance and Response System set up 66 years ago. China, driven by its policy, has been playing a key role in the global fight against epidemics and deadly diseases. Apart from collaborating with other countries, including the US, through WHO channels on SARS and different strains of bird flu, China has been praised by the international community for its role in the fight against the outbreaks of the Ebola virus in Africa and Zika virus in South America. These are the facts.  Making outlandish claims against China therefore will not only complicate the trade dispute further but also impede research into viruses.         "
Court will determine whether driver's death was in self-defense,8/30/2018,"                                                 The ebike rider is to stand trial for the motorist's death. [Photo/IC]   A car driver in Kunshan, Jiangsu province, who after hitting an electric bike at some traffic lights attacked the rider with a long knife was himself killed when, having dropped the knife, he was attacked by the ebike rider who picked up the knife. Yanzhao Metropolis Daily comments on Thursday.  Photos and videos of the incident have been widely posted and shared online, and information about the persons involved, including the past criminal record of the car driver, have also been spread online.  It seems that most people are on the side of the ebike rider, who has been detained, and they have little sympathy for the car driver who died. That's because the car driver hit the ebike in the first place, and instigated an argument before threatening the rider with a knife.  Besides, more information shows that the driver had been sentenced to prison before. He had served at least five prison terms, with an accumulated period of 9.5 years, having previously been convicted of several violent crimes.  The ebike rider is to stand trial for the motorist's death.  But, whatever the public thinks, the court must not let it influence the verdict. The court must base its judgment solely on the evidence and reach a verdict according to the law.  However, the local authorities should heed public opinion, which reveals that people feel insecure because they suspect the driver had links to criminal gangs and no one knows who will be next if they meet drivers like the one in the case.  In order to make people feel safe, the local police should echo the call of the top leadership and strike organized crime gangs if the case leads to any. Only when people feel secure will the criminal cases diminish.         "
Military exercise should not be misinterpreted: China Daily editorial,8/30/2018,"                                                 Chinese officers and soldiers waves to say goodbye to Russian fleet during a China-Russia naval joint drill at sea off south China's Guangdong province, Sept 19, 2016. [Photo/Xinhua]   Despite some wild speculation, China's upcoming joint military exercise with Russia and Mongolia is nothing untoward.  It has become a routine practice for China and Russia to hold smaller scale military exercises, and the two neighbors have also regularly participated in and led multilateral drills under the framework of the Shanghai Cooperation Organization in recent years.  The planned drills scheduled for Sept 11-15 are simply on a larger scale than usual. Codenamed Vostok-2018, or East-2018, the exercise will reportedly involve almost 300,000 troops and more than 1,000 military aircraft, with China sending about 3,200 troops, more than 900 pieces of military hardware and a combined total of 30 fixed-wing aircraft and helicopters.  Thanks to efforts from both sides, Beijing and Moscow have made much headway in forging a comprehensive strategic partnership of coordination, and military-to-military exchanges have played their part in strengthening mutual trust. In fact, bilateral ties are in excellent shape at present, meaning it is only natural that the two neighbors should choose to strengthen their military-to-military ties, as these are a barometer of the bilateral relationship.  China and Russia are two important forces in maintaining peace and stability in the region and beyond. Closer and smoother coordination between their military forces will put them in a better position to respond to potential threats and even a crisis in the region, which is unsettled because of territorial disputes and the tensions relating to the Korean Peninsula.  On China's part, as it is increasingly an active contributor to international peacekeeping efforts, joint military exercises also help improve its military personnel's combat capabilities and cooperative skills with counterparts in foreign military forces.  The suspicions and concerns surrounding the upcoming Russia-China-Mongolia military exercise stem from the Cold War mentality in the West and display a double standard: The frequent war games conducted by the United States and its allies around the world are well received and even lauded as a show of solidarity, while those that China and non-Western countries participate in are viewed with suspicion.  One element to the exercise that has been remarked upon is the inclusion of simulated nuclear weapons attacks, with the rationale for this being flipped, to make it seem a threat rather than a response to such an attack.  History shows misjudgment of other countries' strategies can be both dangerous and costly, so the West should not view such exercises through a distorted prism.         "
No credibility to Trump's China-hacking tweets: China Daily editorial,8/30/2018,"                                                 US President Donald Trump. [Photo/IC]   ""Report just out: 'China hacked Hillary Clinton's private Email Server.' ... Actually, a very big story. Much classified information!"" tweeted United States President Donald Trump on Wednesday morning.  Obviously, that was not enough for an excited Trump, so he tweeted again, three hours later, ""Hillary Clinton's Emails, many of which are Classified Information, got hacked by China,"" adding that the credibility of the Federal Bureau of Investigation and Department of Justice will be forever gone"" if they fail to act on it.  To the thinking person, there are few things more disconcerting than a tweet by the US president as they initially seem to accord to reality but then quickly turn into messages from some alternative universe.  But of course, there is method behind his Twittering. Although the Chinese Foreign Ministry has denied the allegation, that will not deter the US president from smearing China's image as he desperately needs a scapegoat in the run-up to the midterm elections, so he can divert public attention from the troubles the White House has become mired in.  And China, against whom he is launching a trade war, is an easy candidate for that role, since it has long been demonized by US politicians. Now we have heard his proponents warning about possible Chinese meddling in the US midterm elections, and the US president himself blaming China for his failure to maneuver progress in relations with Pyongyang.  Although, to be fair, it is not just China that Trump is maligning. The FBI and DOJ have also had their integrity impugned.  An FBI official, quoting a June report by the DOJ inspector general, told the media following the US president's Twitter messages, that ""the FBI investigation and its forensic analysis did not find evidence that Clinton's email server systems were compromised"".  Trump, as president, is fully aware of such conclusions.  It is ironic that just hours after spreading the allegation, the US president admonished people on Twitter that stories based on anonymous sources are ""fiction"" — the story alleging a Chinese-owned company hacked Hillary Clinton's private server was published by a right-wing newspaper based on anonymous sources ""briefed on the matter"".  Based on both his own definition and from the perspective of the FBI investigation, what he has just resorted to is fiction. Since his supporters have shown a willingness to suspend disbelief, we can no doubt look forward to more such tales.         "
China steps up to the plate in global fight against drugs: China Daily editorial,8/29/2018,"                                                 [Photo/VCG]   In a move to counter the sharp increases in the abuse and production of synthetic drugs, the Chinese government has added another 32 new psychoactive substances including 4-chlorophenyl to a national control list, bringing the total number of such substances under strict government control to 170, the Office of the National Narcotics Control Committee said on Wednesday.  This reflects China's resolve to play its due part in the global fight against illegal drugs, as the expanded list now covers not only psychoactive substances that are under control internationally and widely abused in China, but also those that are produced in China but abused in other countries such as the United States.  The rapidly emerging psychoactive substances, which are produced in labs with chemicals, can be many times more potent than traditional illegal drugs such as heroin. Yet due to loopholes in the existing anti-drug laws, they can often be readily available for purchase because they are still to be classified as illegal drugs. Even when banned, manufacturers can change the formulas to keep them a step ahead of laws that ban the products based on their chemical composition.  Although China has made great progress in its anti-drug campaign in recent years - it has seized 459 tons of drugs and arrested 1 million suspects in 860,000 drug-related cases over the past five years - it still lacks experience in dealing with the new class of drugs because of their huge diversity. The development of new psychoactive drugs is so fast that authorities have to struggle to keep up their list of controlled substances.  Thus, it is imperative for countries to coordinate their anti-drug efforts so that they can share their clues on cross-border cases or identify and track the emergence of novel drugs more effectively. Information sharing between Chinese and US narcotics law enforcement officials since last year has led to the cracking of the first case involving fentanyl class substances between the two countries, with 21 suspects arrested. Such substances are not widely abused in China but are quite popular in the US.  The expansion of the international synthetic drugs market including that for new psychoactive substances is a new phenomenon yet it poses a huge health risk to people around the world, given there is still limited awareness about their dangers. The latest move by China will serve as a shot in the arm for the international fight against drugs.         "
US kicks itself in teeth with trade aggression: China Daily editorial,8/29/2018,"                                                 US President Donald Trump. [Photo/VCG]   Although the longer-term trade balances of the United States remain unknown, the July data at least should caution the Donald Trump administration that its hawkish trade policy may be backfiring.  President Trump has always argued that the colossal trade deficits come from other countries' ""unfair"" trade practices. But this conveniently excuses the fact that the US' domestic savings rate has been consistently low in the past decades. Which, as many mainstream economists have pointed out, means that Americans spend too much and demand imports to support their consumption habits.  The president has also ignored the evolving trend of the international division of labor, which has led to a large number of US multinationals transferring their production to other countries, especially East Asian economies. Rather than China exporting its oversupply and low wages as the administration claims, it is ""exports"" of these companies to the US that account for much of the overall trade deficit.  By imposing hefty tariffs on imports from China and other trade partners, the US has failed to tackle the fundamental weaknesses in its economy. Thus, the tariffs will not effectively help it attain its professed policy goal of reducing the country's trade deficits. Instead, they will only hinder the healthy growth of the US economy.  The administration's protectionist stance has triggered legitimate retaliation from the US' trade partners, leading to declining exports of agricultural products to those countries, which is believed to be behind the significant widening of its trade deficits in July.  If the Trump administration sticks to its unilateral intimidation-based trade policies, the situation will only get worse, affecting exports of more US products and possibly leading to widening trade deficits in the coming months.  Economists have warned that the protectionist trade policies of the US and the ensuing trade retaliation by affected countries risk disrupting the global trade order and dragging on the still fragile global economy. If the further tariffs the administration has proposed become a reality, they will, coupled with the strengthening dollar, further dampen US exports and exacerbate its trade deficits.  The US started to accumulate a goods trade deficit in the 1970s but failed to tackle the root cause: its low savings rate. Instead, it sought to pressure its economic competitors, such as Japan in the 1980s, to try to reduce its deficits.  Now it is using the same strategy against China. And it is predictable that it will not work.         "
"DPRK detente will not last if US insists on all take, no give: China Daily editorial",8/28/2018,"                                                 Mike Pompeo, US secretary of state, arrives at Sunan International Airport in Pyongyang. [Photo/Agencies]   Frustrated there has been no tangible progress on denuclearization, the Donald Trump administration has just reached a fresh consensus with Japan and the Republic of Korea on sustaining the pressure on the Democratic People's Republic of Korea, until the latter gives up nuclear weapons.  Even amid the ostensible detente following the June 12 Singapore meeting between Trump and DPRK leader Kim Jong-un, there was no mention of discontinuing what Trump described as a ""maximum pressure"" tactic. But what US State Secretary Mike Pompeo reiterated in his latest phone conversations with his Japanese and ROK counterparts is a clear indication of the White House's belated recognition that denuclearizing the Korean Peninsula is not as simple as it once believed.  Trump entered into personal engagement with his counterpart in Pyongyang assuming his predecessors were all inferior; he, on the other hand, had a magic wand. It is good that the US president has finally come to terms with the reality, and he has conceded that the matter is complicated, something that will be more conducive to him making informed decisions about how the denuclearization process is to be approached.  By now Trump should be aware denuclearization will not happen overnight, at least not the way he anticipated. His predecessors were not as ""foolish"" as he portrayed them to be. Indeed, the likelihood is high that he may find himself returning to the same path they followed and end up in a similar position.  Because after all, like all his predecessors found out, nuclear weapons are the sole and ultimate bargaining chip Pyongyang has, meaning it will not forsake them without getting what it wants. In return for abandoning its nuclear arsenal, Pyongyang seeks a cast iron security guarantee, economic assistance and probably a lot more. And with that in mind, Pyongyang naturally expects the process to be one of give-and-take.  After nullifying a nuclear test ground, some missile launchers and returning the remains of wartime US service people, Pyongyang is now awaiting something concrete in return.  It should come as no surprise, therefore, if Pyongyang condemns the latest US-Japan-ROK agreement as proof of the insincerity in which the US is conducting the denuclearization negotiations.         "
