"title","date_published","text"
"Unnecessary US fuss about China's rising consumption","2018-01-31","                          Li Min/China Daily   The media have made quite a fuss about a recent forecast that retail sales in China are expected to equal or exceed those in the United States in 2018. ""China's retail sales are on track to hit just over $5.8 trillion,"" The Washington Post said in a report published on Jan 12, citing data from Mizuho, a Japanese bank.  Forbes, however, said in a post on its website on Jan 26: ""China's 'game changing' retail sales should be greeted with skepticism.""The credibility of Mizuho's data aside is another matter. But of real importance is what China would do when its consumption market overtakes that of the US? Or more bluntly, what would China do when it posts significant deficits in trade?  For the first question, the scenario doesn't seem far away. At the China-Latin America Economic and Trade Cooperation Forum in Santiago, Chile, last week, Chinese Foreign Minister Wang Yi said a recent report by a reputable international agency predicted that in 2018 China will, for the first time, overtake the US in domestic consumption.  Regardless of the accuracy of this forecast, it is expected that the Chinese market, which has three to four times more consumers than the US, will continue the current trend of fast expansion, Wang said, according to a transcript of his speech posted on the Foreign Ministry's website on Jan 27.For such an expanding market, President Xi Jinping has re-affirmed on many occasions that China's door will be only opened wider.  The second question is pertinent in the context of the Donald Trump administration vowing to deal with a ""glaring"" trade deficit with China through a series of trade actions against Beijing.  US President Trump and his trade advisers are considering penalizing China under Section 301 of the US Trade Act of 1974 for its alleged ""improper"" intellectual property practice, a move that smells of protectionism. The Trump administration announced last week to slap steep tariffs on Chinese washers and solar cells, an action China's Ministry of Commerce said was an ""abuse"" of trade remedies.  In China, academics and officials have envisaged such US actions, saying the structure of China's trade with the US and other countries will see a fundamental change. ""In the future, many other countries and the US may well sell more to China than they buy from us,"" Wang said in Santiago. ""This may build into a big shift in China's trade structure whereby there will be ever more cases of China running a deficit with its trading partners.""  The world should take note of what Wang said about the veritable scenario when the ""big shift"" occurs. ""When that happens, we will not threaten anyone with something like the Section 301 investigation, nor politicize trade issues… We will continue to follow a positive approach to the workings of new market dynamics and strive to make the pie bigger with greater progress in our business ties with other countries.""  The philosophy behind Wang's remarks is rooted in a Confucius adage, ""do not do to others what you wouldn't have them do to you"". For now, Beijing has said that ""trade protectionism is a double-edged sword"" that hurts the user as it pierces others.  John Edwards, a nonresident fellow at the Lowy Institute in Australia, has stated that the reality of the trading relations between China and the US is ""distinctly different"" from the 2017 Report to Congress on China's WTO Compliance submitted early this month by US Trade Representative Robert Lighthizer, which suggests the bilateral trade relationship is woefully bad, and much worse than it was.  ""In the decade from 2006 to 2016, the last year for which we have full-year data, US goods exports to China increased at nearly twice the rate of China exports to the US: 116 percent compared to 61 percent, using US Census Bureau numbers,"" Edwards, an adjunct professor with the John Curtin Institute of Public Policy at Curtin University, wrote on Jan 24. That explains a lot of things.  The author is deputy editor-in-chief of China Daily USA.huanxinzhao@chinadailyusa.com         "
"US should see the huge potential ahead instead of condemning China","2018-01-24","                          Jiao Haiyang / China Daily   In November, the United States administration refused to recognize China's market economy status, going back on the promise it had made when China joined the World Trade Organization in 2001. And last week's US statement suggested it regrets supporting China's entry into the WTO.  The moves didn't come as a surprise to policy observers familiar with the US National Security Strategy report released a month ago, which said the US needs to rethink its policies of the past two decades. The report also said competitions require the US to rethink ""policies based on the assumption that engagement with rivals and their inclusion in international institutions and global commerce would turn them into benign actors and trustworthy partners. For the most part, this premise turned out to be false.""  It's not difficult to assume from the US logic that the two largest economies are likely heading toward heightened friction. But is this rationale really rational?  In an article, ""Was pre-Trump US policy towards China based on 'false' premises?"", published three days after the security strategy report was issued, Jeffrey A. Bader and Ryan Hass, senior fellows at the Brookings Institutions in Washington, said China's WTO membership helped it to become the world's second-largest importing country. Commenting on the strategy report's claim that the premise of US policy-that China's inclusion in institutions and global commerce would make it benign and trustworthy-has been mostly false, the two scholars said: ""This description is a mixture of truisms, appropriate exhortations, dubious analysis, and bad history.""  ""Logically, that would seem to suggest that China should be expelled from international institutions and its role in global commerce should be marginalized,"" they said. ""Is that the (Donald) Trump administration's goal? Needless to say, neither objective will be achieved, in whole or in part.""  The accomplishments of such engagement, they said, contradict the strategy's assessment. For one thing, one should not overlook the fact that China's economy ""has expanded profits for leading US companies… and its government helped prevent a worldwide depression in 2008-09 through its large stimulus package, which was developed in cooperation with (US) Treasury Secretaries (Henry) Paulson and (Timothy) Geithner,"" they said.  During a dinner organized by the China General Chamber of Commerce in New York on Jan 17, Tung Chee-hwa, honorary chair of the chamber, said he was disheartened to learn that ""some Americans feel betrayed"". Tung, also head of the China-United States Exchange Foundation, said: ""They feel that, after four decades of generally positive and supportive relations between the two countries, including US support for China to enter the WTO, China has not become like America, as they expected."" But China never said it would adopt a US-style political system, Tung said.  Tung, a former chief executive of the Hong Kong Special Administrative Region, fell short of saying China is a ""benign actor"" on the world stage, but stated the country is a ""responsible global actor"".  ""No country has done more domestically in recent years to take measures to mitigate the effects of climate change. No country has contributed more troops to UN peacekeeping efforts in recent years. Also, China's economic activity has contributed between 30-50 percent of global economic growth in the last few years,"" he said.  Also speaking at the New York event, Cui Tiankai, China's top envoy to the US, said: ""It's hard to convince the international community that the largest and most advanced economy in the world has been the main victim of economic globalization… Nothing is sillier than questioning one's own success. Nothing is more harmful than denying the huge potential and great prospects of building a strong and mutually beneficial relationship between China and the US.""  Any fool can criticize, condemn and complain, and most fools do, wrote Dale Carnegie in his 1936 best-seller How to Win Friends and Influence People. Wise people always refrain from indulging in a blame game and, instead, see the huge potential and great prospects ahead.  The author is deputy editor-in-chief of China Daily USA.huanxinzhao@chinadailyusa.com         "
"Time to forget nuclear buttons at desks","2018-01-05","                      Following almost a year of a war of words between Washington and Pyongyang, US President Donald Trump and Democratic People's Republic of Korea's leader Kim Jong-un are threatening each other with the nuclear buttons at their desks at the onset of the new year, which doesn't seem to augur well for 2018.  On his Twitter account on Tuesday, Trump said that his nuclear button is ""much bigger and more powerful"" than Kim's, hours after Kim said in his New Year's Day speech that, ""The entire mainland of the US is within the range of our nuclear weapons and the nuclear button is always on the desk of my office.""  For those looking forward to a glimpse of peace at the end of the long tunnel of conflicts and threats, such rhetoric is shocking. It means the situation on the Korean Peninsula risks degrading further into a vicious cycle of provocation and confrontation.  The situation took a new twist earlier on Wednesday, when Pyongyang reopened a long-closed communications channel with Seoul in Panmunjom, the truce village. The two sides will use the channel to hold working-level discussions regarding the DPRK's delegation to the Winter Olympics in Pyeongchang in the Republic of Korea.  Such efforts to improve bilateral ties and ease tensions should be applauded. In addition to that, Washington and Pyongyang should forget nuclear buttons at desks and come to the table for talks.  After all, the US and the DPRK are the two parties directly concerned in the Korean Peninsula nuclear issue, and the contradiction between them is at the crux of the crisis.  The nuclear button mentioned by the heads of the two countries reminded many people of a talk by US State Secretary Rex Tillerson on Dec 12, in which he said, ""I will continue our diplomatic efforts until the first bomb drops.""  Tillerson said the US had also prepared otherwise: ""I'm going to be confident that we're going to be successful, but I'm also confident Secretary (of Defense James) Mattis will be successful if it ends up being his turn.""  So far, the Trump administration's policy on the Korean Peninsula nuclear issue remains one that ""all options are on the table"", as stressed by US Vice-President Mike Pence again in a talk on Wednesday.  Pence said that if Pyongyang will abandon its nuclear and ballistic missile ambitions, ""if they will dismantle those programs, there's an opportunity for a peaceable solution"", according to a White House transcript of his talks with the Voice of America.  The Korean Peninsula nuclear issue has lasted for more than two decades. As pointed out by Chinese Foreign Minister Wang Yi in late November, the most valuable experience in the process is that if all parties meet each other halfway to create a positive interaction, agreements then follow.  The most important lesson is that if some parties flex their muscles and misunderstand each other, the opportunities for peace will disappear, Wang said.  The New York-based Council on Foreign Relations has reasonably identified armed confrontation between the US and the DPRK as the top conflict to watch in 2018 in its annual Preventive Priorities Survey released early last month.  To prevent the specter that the world would least expect, it's important for all sides to exercise restraint and speak and act in a way that will help ease tension.  Instead of touting who has the more powerful button, let's talk about who has the more powerful brain for reasonable solutions. It is already a hot-button issue.  The author is deputy editor-in-chief of China Daily USA. zhaohuanxin@chinadaily.com.cn         "
"Turning poverty alleviation from a great dream into reality","2018-01-04","                          Aerial photo taken on Nov 2, 2017 shows Luozhai village of Wuqiu township in Changyuan county, Central China's Henan province. Starting at the end of 2014, the provincial government of Henan organized a pilot poverty alleviation project to relocate 14 villages along the Yellow River from floodplain area to new settlements, while encouraging resettled villagers to develop farming industry and tourism to increase their income. This August, the project was officially approved by China's National Development and Reform Commission and began to conduct on a large scale. [Photo/Xinhua]   As China rings in the New Year, it is racing against the clock to fulfill a promise its leadership has made: lifting 10 million rural residents out of poverty, which translates into more than 800,000 people a month, or about 20 every minute.  China had about 43.35 million people living below the national poverty line, that is, earning less than 2,300 yuan ($354) a year at the end of 2016. And it has pledged to eliminate abject poverty by the end of 2020, which means lifting at least 10 million people out of poverty a year.  This is a ""figure-infested"" article, but the numbers, while otherwise head-numbing, are heartening. Take, for instance, President Xi Jinping's New Year's speech, including a poem, which he delivered on Sunday. It contains a series of numbers: ""How I wish I could have 10,000 houses to provide shelter for all who need it,"" he said, quoting poet Du Fu of the Tang Dynasty (618-907), adding that in 2017, about 3.4 million people were relocated from poverty-stricken areas and now live in new houses.  Xi also reiterated he remains committed to honoring his promise of lifting all rural residents out of poverty by the end of 2020. ""After three years, we will win the final phase of the war on poverty. This will be the first time in thousands of years of Chinese history that extreme poverty has been eliminated,"" Xi said.  Poverty reduction was also part of Xi's speech at the 19th National Congress of the Communist Party of China on Oct 18 and one of the top tasks of the Central Economic Work Conference last month.  In China, the government's role in poverty relief is most evident in national poverty reduction programs. Following the first such plan in 1994, which aimed to lift 80 million rural residents out of poverty in seven years through 2000, China has initiated two consecutive national poverty relief programs, each lasting a decade - for the years from 2001 through 2020.  In December 2016, China issued a special five-year plan to ramp up the poverty-alleviation efforts. Perhaps it is safe to say that one of the most inspiring lessons of China's poverty relief program is its practice of setting a timetable and mobilizing resources to live up to its strategy.  The plans ensure the policies and priorities are geared toward achieving the targets in each phase, and enough funds are allocated for the job. The past four years have seen China pool 196.1 billion yuan for poverty relief, with an annual growth of 19 percent, which helped to lift more than 60 million people out of poverty and thus reduced the poverty rate from 10.2 percent to less than 4 percent.  A targeted inspection on the use and management of poverty relief funds in 28 regions from March to May this year retrieved 730 million yuan of misused poverty reduction funds, and nearly 450 people have been investigated and punished for fraudulent claims or misappropriation of funds, Xinhua reported on Saturday, citing sources from the Ministry of Finance and the State Council Leading Group Office of Poverty Alleviation and Development.  While the elimination of poverty has long been a major task for humanity, until now it has been deemed a utopian dream, said Bill Jones, Washington bureau chief of Economic Intelligence Review. Globally, more than 800 million people are still living on less than $1.25 a day, many lacking access to adequate food, clean drinking water and sanitation, according to the United Nations Development Programme. ""With China that dream is now becoming a reality, and has created a tremendous amount of optimism that it can also be eliminated globally,"" Jones told China Daily.  Interestingly, a Pew Research Center poll result released on Dec 14 showed about 67 percent of the people in the United States want the government to play a ""major role"" in such issues as poverty alleviation, up from 55 percent two years ago.  The author is deputy editor-in-chief of China Daily USA.  huanxinzhao@chinadailyusa.com         "
"China is running a winning race against its poverty","2018-01-03","                      As China rings in the New Year, it is racing against the clock to fulfill a promise that its leadership has proclaimed to the world: getting at least 10 million impoverished rural residents out of their situation, which translates to nearly 1 million people per month, or 20 every minute. There were 43.35 million Chinese living below the national poverty line of 2,300 yuan ($354) in annual income at the end of 2016. The country has pledged to eliminate poverty by 2020, so that would mean ending poverty for about 10 million people a year. There are plenty of numbers and while some can be mind-numbing, they can also be heart-warming in the news they convey. Take a line from a poem evoked by Chinese President Xi Jinping on Sunday in his New Year Address. ""How I wish I could have 10,000 houses to provide shelter for all who need it,"" the president said, quoting Chinese poet Du Fu from the Tang Dynasty (618-907), and adding that in 2017, 3.4 million people were relocated from poverty-stricken areas and now live in warm new housing. In the speech, the president reiterated that lifting all of China's rural impoverished population out of poverty by current standards is a solemn commitment that will be honored. ""After three years, we will win the final phase of the war on poverty. This will be the first time in thousands of years of Chinese history that extreme poverty has been eliminated,"" Xi said. Poverty reduction was also a theme of Xi's speech at the landmark 19th National Congress of the Communist Party of China on Oct 18, and one of the top tasks assigned for the coming three years at a central economic work conference last month. In China, the government's role in poverty relief is most evident in mapping out national poverty reduction programs. Following the country's first such plan in 1994, which aimed to get 80 million rural residents out of poverty in seven years through 2000, China has initiated two consecutive national poverty relief programs, each lasting for a decade, for the years from 2001 through 2020. In December 2016, it further released a special five-year plan to ramp up poverty alleviation efforts. It's safe to say that one of the most inspiring lessons in China's poverty relief is its practice of setting timetables and mobilizing resources to live up to the strategies. The plans ensure the policies and priorities are geared to what should be accomplished in each specific phase, and appropriate funds are allocated for the tough job, without being diverted elsewhere. The past four years alone have seen China pool 196.1 billion yuan for poverty relief, with an annual growth of 19 percent. In the past five years, more than 60 million people were helped out of poverty, thus reducing the country's poverty rate from 10.2 percent to less than 4 percent, according to official statistics. A targeted inspection on the use and management of poverty relief funds in 28 regions from March to May 2017 retrieved 730 million yuan of misused poverty-reduction funds, and nearly 450 people have been investigated and punished for fraudulent claims or misappropriation of funds, Xinhua reported on Saturday, citing sources from the Ministry of Finance and the State Council Leading Group Office of Poverty Alleviation and Development. While the elimination of poverty has long been regarded as a major task for humanity, until now it has been deemed a utopian dream, said Bill Jones, Washington bureau chief of Economic Intelligence Review. Globally, more than 800 million people are still living on less than $1.25 a day, many lacking access to adequate food, clean drinking water or adequate sanitation, according to the United Nations Development Programme. ""With China that dream is now becoming a reality, and has created a tremendous amount of optimism that it can also be eliminated globally,"" Jones told China Daily. Interestingly, a recent survey by the Pew Research Center found that a majority in the US say the government should have a ""major role"" in such issues as helping lift people out of poverty. Currently, 67 percent say the government should have a major role in addressing poverty, up from 55 percent two years ago, according to a poll released by the Pew Research Center on Dec 14. Contact the writer at huanxinzhao@chinadailyusa.com         "
"Innovation can be good area for Sino-US cooperation","2017-12-28","                      Is there any similarity between the speech delivered by President Xi Jinping, also general secretary of the Communist Party of China Central Committee, on Oct 18, and the National Security Strategy launched by US President Donald Trump on Dec 18?  The two are anything but symmetrical. Xi's speech was the keynote address to the 19th National Congress of the Communist Party of China, which charted the course for the country's future development, while the US Congress-mandated document outlines the Trump administration's appraisal of the US' security interests and the ways to safeguard them.  Yet the two documents have a striking common factor: the emphasis on innovation. And innovation is an area the two countries have much to cooperate on.  Trump's first National Security Strategy mentions innovation at least 30 times, more than double the number in the strategy his predecessor Barack Obama announced in 2015. And innovation finds more than 50 mentions in Xi's landmark speech.  While Xi emphasized that innovation is the primary driving force for development and the strategic underpinning for building a modern economy, Trump stressed that innovation has been key to the US' greatness and indispensable to American prosperity and power.  Both presidents have vowed to maintain and maximize their respective country's innovation and technological edge, by making advancements in science and technology, and nurturing and retaining inventors and innovators. Specifically, Trump and Xi have pledged to prioritize innovation in aerospace and emerging technologies that are critical to economic growth and national security.  In addition, Trump's call to spur innovation in new materials, new energy, artificial intelligence and biomedicine is identical to those specified in the Government Work Report delivered by Premier Li Keqiang at the annual national legislative session early this year.  Although they might have accorded similar importance to innovation, the difference in the two countries' ingenuity levels is huge-at least in terms of research and development expenditure and human resources. The US is by far the world's biggest spender: It spent as much as 2.8 percent of its gross domestic product on R&D in 2015, while China spent 2.1 percent, according to the 2015 UIS Innovation Data Collection, the latest survey released by the UNESCO Institute of Statistics in April. And the US has a much bigger GDP than China.  In terms of human resources, the US had 4,232 researchers per 1 million people in 2014, while China had only 1,113, according to the UNESCO report. Given its increasing economic clout, China is expected to catch up with the US in R&D expenditure in the near future, as it had an astonishing average annual growth rate of 18.3 percent in R&D spending, the UNESCO report said. But in human resource R&D, China has a long way to go to catch up with the US, which boasts the world's best strategy in recruiting and retaining talent, as well as cultivating world-class scientists and technologists.  That is the key to addressing a glaring deficiency in China, where about 72 percent of innovation-oriented companies said the lack of qualified personnel was a big barrier to innovation, according to the UNESCO report.  That the Chinese and US presidents give the same level of importance to innovation means it could be an important area of cooperation between the two countries, which have already committed to advancing the renewal of the historic 1970s Science & Technology Agreement while strengthening joint scientific research, and finding ways for province-state cooperation on technological innovation, according to an action plan issued after the first US-China Social and Cultural Dialogue in late September.  The dialogue is one of the four Cabinet-level dialogues agreed by the two presidents at their Mar-a-Lago meeting in April. Under the action plan, Beijing and Washington will also encourage their businesses to cooperate in areas of innovation and entrepreneurship, and their technology-driven think tanks to exchange ideas and plans.  The author is deputy editor-in-chief of China Daily USA.  huanxinzhao@chinadailyusa.com         "
"One step forward, one step back for global carbon emission cuts","2017-12-21","                      The divergence of policies and priorities of the world's two largest economies in combating climate change stood in stark contrast on Monday. In Beijing, where improving air quality has become a major policy priority, China's top economic planner unveiled plans for a national carbon market-likely the world's largest-where enterprises can trade their emissions credits. It is another bold step the country is taking to deliver on its Paris Agreement promises.  In contrast, Washington policy observers were quick to point out that the new US National Security Strategy released by the White House on Monday had removed climate change from the list of worldwide threats menacing the United States. It was a significant departure from the Barack Obama administration, which described climate change as an ""urgent and growing threat"" to US national security.  The initial phase of China's carbon trading program is expected to cover 1,700 power plants, which emit 3.3 billion metric tons of carbon annually, or about one-third of the nation's total emissions, according to the National Development and Reform Commission.  Additional sectors such as cement and aluminum will be phased in over the coming years, the Environmental Defense Fund said in a release on Tuesday.  ""The world has never before seen a climate program on this scale,"" said Fred Krupp, president of the New York-based organization, which provided technical assistance to China's carbon trading pilot programs. ""It's important that the world's largest emitter should lead on climate, and that is precisely what China is doing by launching its national emissions trading system.""  In its latest Global Energy Outlook released earlier this month, the International Energy Agency predicted China's coal use, which peaked in 2013, is set to decline by almost 15 percent by 2040.  China's policy choices will play a huge role in determining global trends and could spark a faster clean-energy transition, the IEA noted.  In a speech at the landmark 19th National Congress of the Communist Party of China in October, General Secretary Xi Jinping vowed to promote green development and ramp up the campaign to prevent and control air pollution.  The country is also transitioning toward a more services-based economy, which the IEA said ""is moving the energy sector in a new direction"".  The IEA's outlook says stringent fuel-efficiency measures for cars and trucks, and a push for 1 in 4 cars being electric by 2040, means that China is no longer the main driving force behind global oil use.  It further projected China's carbon emissions to plateau at 9.2 gigatonnes, only slightly above the current level, by 2030, which means it'll meet the promise it made when signing the Paris climate pact in 2015.  It is noticeable that on Monday the IEA published its Coal 2017 report, cautioning that coal use will see a decade-long period of stagnation, with the share of the fossil fuel in the global energy mix forecast to decline to 26 percent in 2022.  Back in Washington, the omission of climate change as a national security threat in President Donald Trump's first National Security Strategy is a logical follow-up to the climate change skeptical administration's effort to roll back the rules and regulations of the Obama administration, which were designed to reduce carbon emissions, including those from coal-fired power plants.  And that is a source for concern, as US Senator Michael F. Bennet, a Democrat from Colorado, pointed out on Twitter: ""One topic noticeably missing from #NationalSecurity-Strategy: Climate change. Bipartisan group of lawmakers have acknowledged#climatechange as a national security threat. @POTUS silence is cause for serious concern.""  The author is deputy editor-in-chief of China Daily USA. huanxinzhao@chinadailyusa.com         "
"With concerted efforts, world can still resolve DPRK issue peacefully","2017-12-14","                          Berit Reiss-Andersen (L), chairperson of the Norwegian Nobel Committee, hands over the 2017 Nobel Peace Prize to Beatrice Fihn (R), leader of ICAN, and Hirsoshima nuclear bombing survivor Setsuko Thurlow (C) during the award ceremony of the 2017 Nobel Peace Prize at the city hall in Oslo, Norway, Dec 10, 2017. [Photo/VCG]   The annual Preventive Priorities Survey of New York-based Council on Foreign Relations, released on Monday, has listed a possible armed confrontation between the United States and the Democratic People's Republic of Korea as the ""top conflict"" to watch in 2018.  In Northeast China's Jilin province that borders the DPRK, the Jilin Daily published a full page of ""common sense"" advice on Dec 6, counseling readers how to protect themselves from a nuclear explosion, which local authorities later said was routine publicizing of national defense knowledge.  In Oslo, Norway, the International Campaign to Abolish Nuclear Weapons, while receiving the 2017 Nobel Peace Prize at a ceremony on Sunday, warned that humankind's destruction is just one ""impulsive tantrum away"".The three events that took place thousands of kilometers apart in less than a week are not the type of happenings that one might use to usher in the New Year.  In the Preventive Priorities Survey, foreign policy experts ranked a military conflict involving the US, the DPRK, and its neighboring countries as No 1 on the top-tier risks. Its impact on US interests was identified as high, meaning it is a contingency directly threatening the US homeland.  The likelihood of the risk is moderate, which means it has ""about an even chance of occurring in 2018"", according to the survey. Given the warlike threats exchanged between Washington and Pyongyang, the top risk could unfortunately become a reality unless something substantial is done.  Since Dec 4, Seoul and Washington have been engaged in a five-day air force exercise (their largest ever) after Pyongyang tested an intercontinental ballistic missile on Nov 29, which it claimed was capable of striking the US mainland. The DPRK's Korean Central News Agency said the drill pushed the already acute situation to ""the brink of nuclear war"".  The air force drill was followed by a two-day joint maritime exercise by the US, the Republic of Korea and Japan on Monday to track ballistic missiles, possibly from the DPRK, in the waters near the Korean Peninsula and Japan.  The KCNA, in an editorial on Monday, accused Washington of ""spitting out"" military threats against the DPRK and pressuring other countries to cut off their diplomatic, economic and trade ties with Pyongyang. It is apparent that the peninsula is caught in a vicious circle of provocation and confrontation.On Dec 9, United Nations Under secretary-General for Political Affairs Jeffrey Feltman, the first such senior UN envoy to visit Pyongyang since 2010, highlighted the ""urgent need to prevent miscalculations and open channels to reduce the risks of conflict"", emphasizing that the international community, alarmed by the escalating tensions, is committed to finding a peaceful solution.  This conforms to Beijing's proposal for de-escalation, to at least bring the peninsula situation out of the ""black hole"" of confrontation, and endeavor to create the right conditions and atmosphere for the resumption of dialogue and negotiation. It also calls for a halt to muscle flexing and stirring up new troubles, and gradually accumulating trust.  It is thus encouraging to note that the DPRK agreed with the UN ""to regularize communication through visits at various levels"", according to an AFP report. The international community will ultimately realize that China's proposal for a political solution based on a dual-suspension proposal and a dual-track approach, is the only way to ease the tensions on the peninsula.  Dualsuspension means the DPRK suspending its nuclear and missile tests in exchange for the US and the ROK suspending their large-scale military drills, and the dual-track approach means making efforts to simultaneously move forward the process of denuclearization and establishing a peaceful mechanism on the peninsula.  The hope of peace remains alive. The worst-case scenario, which the US Council on Foreign Relations asked policymakers to guard against, has a full year's time in which concerted efforts can be made to prevent it.  The author is deputy editor-in-chief of China Daily USA.huanxinzhao@chinadailyusa.com         "
"Every reason for China, US to work together","2017-11-30","                      China-watchers in Washington have lamented the lack of a presidential speech on China for some time. So the Brookings Institution invited seven scholars last week and asked them to put themselves in the shoes of US National Security Advisor H.R. McMaster and prepare such a speech. The discussions led by Brookings Vice-President Bruce Jones on ""Avoiding war: Containment, competition and cooperation in US-China relations"" are indeed interesting - some insightful, others just implausible. While most of the scholars underscored the need to cooperate with China and clearly define what Washington's interests are in its relationship with Beijing, Robert Kagan, a senior fellow with the Project on International Order and Strategy at Brookings, saw ""conflicting interests"". ""My attitude toward China is do well economically, but you cannot use your military to expand your power position in the region,"" Kagan said. ""Is that fair? No. Is there any justice to that? No,"" he said, as if in a monologue. ""We get the Monroe Doctrine and you don't. That's just the way it is. I'm sorry."" Kagan's overbearing ""the way it is"" approach is outrageous. Kagan seems to believe that where there is strength, hegemony ensues. That's why he proposed ramping up US military capacity. While the US may lack a clearcut policy on China, President Xi Jinping has made his view on hegemony clear in his speeches in New York, Geneva and Beijing. China will never waver in its pursuit of peaceful development, Xi said in Geneva in January, three days before Trump was sworn in as US president. ""No matter how strong its economy grows, China will never seek hegemony, expansion or sphere of influence,"" Xi said at the United Nations Office in Geneva, re-emphasizing what he had said at the UN Headquarters in New York on Sept 28, 2015. He further highlighted this point in his speech at the 19th National Congress of the Communist Party of China last month. At the Washington gathering, Cheng Li, director of the John L. Thornton China Center at Brookings, said Xi has emphasized there are a thousand reasons for the US and China to work together - and no reason for the two sides to fight. ""I think our president (Trump) should probably take a similar view,"" Li said. Mira Rapp-Hooper, a senior fellow at Yale's Paul Tsai China Center, said Washington's ""real competition"" with Beijing exists in security issues in Asia, where the interests of the US are not ""quite clearly defined"". Besides, the US is yet to devise a policy response to China's Belt and Road Initiative. ""And it's not clear to me that that's a zero-sum game,"" she said. ""There may well be places where our interests are complementary."" David Dollar, another senior fellow at the John L. Thornton China Center, said ""competition with cooperation"" is a good framework. ""I see cooperation largely in terms of efforts to reform global institutions like the World Trade Organization, the International Monetary Fund, the multilateral development banks, and that's where cooperating around the Belt and Road Initiative comes in."" Jonathan Stromseth, who holds the Lee Kuan Yew Chair in Southeast Asian Studies at Brookings' Center for East Asia Policy Studies, said some US companies are already trying to win Belt and Road contracts. They could also look at what's emerging in regional infrastructure and try to calibrate their business plans accordingly, he said. The other points the Chinawatchers raised included those of Ryan Hass, a David M. Rubenstein fellow at Brookings, who stressed the need to ""find a way to live with an ascendant China that is aggressive in some areas, and work to create a durable, constructive relationship with them"". It is unclear if or how McMaster would benefit from the experts' opinions. But in an interview with CGTN earlier this month, McMaster said: "" ... the comprehensive policy toward China would be to identify... areas where we can... cooperate effectively on... mutual interest and concern."" The author is deputy editor-in-chief of China Daily USA. huanxinzhao@chinadailyusa.com          "
"Still hope US will join hands to combat climate change","2017-11-09","                      With a new round of UN Climate Change Conference being held in Bonn, Germany, from Monday to Nov 17, and with US President Donald Trump visiting China from Wednesday through Friday, many people feel nostalgic about those days when Beijing and Washington took the lead in pushing for and formally signed the 2015 Paris Agreement, showing a good example of big powers joining hands to meet global challenges.  So it is encouraging to hear the rising voices calling for China and the United States to ramp up cooperation on climate change despite Trump's decision in June to withdraw from the Paris climate accord and focus instead on bolstering the US' fossil fuel industry.  In Bonn, government delegates and experts are working on a ""rule book"" for the Paris Agreement, which seeks to end the fossil fuel era in the second half of the century by shifting the world economy to such cleaner energy as wind and solar power, according to a Reuters report.  A week before the crucial Bonn conference, China's chief climate change negotiator, Xie Zhenhua, expressed hope that Washington would stay in the Paris accord and contribute to the global agenda on fighting climate change. China has made it clear that it's willing to deepen collaboration with the US in areas such as clean energy, energy and resource conservation, and carbon capture and storage, said Xie, who is attending the Bonn meeting.  David Dollar, senior fellow at John L. Thornton China Center at the Brookings Institution, told me in an interview that the ballast in Sino-US relations is their cooperation on the global public goods, the most important of which are free trade and climate change. Without successful cooperation on issues that matter to the global public, bilateral ties will likely become more volatile and bounce back and forth on trivialities, Dollar said.  And last week, Cui Tiankai, Beijing's top envoy in Washington, said that many international community members have pinned hopes on the US and China playing their due parts in addressing global challenges.  It is interesting to note that on Nov 3, the day when Trump left for his 12-day trip to Asia, a major US government report affirmed that global warming is real and is ""extremely likely"" caused by human activities, a stark contrast with Trump's position on climate change. Also noteworthy is the passion of US businesses and many states in pursuing green development and expanding cooperation with China, which will lead to mitigating greenhouse gas emissions.  Of the 29 company CEOs accompanying Trump on his visit to China, 10 are engaged in liquefied natural gas or other energy fields, raising the prospect of deals on liquefied natural gas, which causes less pollution than coal, according to a Xinhua report.  Jerry Brown, governor of California, which is the largest economy among US states, champions sub-national cooperation in climate change. He visited China in early June to sign agreements with the Ministry of Science and Technology and two provincial governments to work together on reducing emissions.  Last Tuesday, UN Environment Programme Executive Director Erik Solheim said: ""In all likelihood, the United States of America will live up to its Paris commitment, not because of the White House, but because of the private sector… All the big American companies are dedicated to go in the green direction.""  That coincides with the trend in China, where green development was highlighted at the 19th National Congress of the Communist Party of China, which drew up a blueprint for the country's economic growth in the next five years. The matched trends hopefully mean a broad prospect of climate change cooperation between China, the US and the rest of the world.  The author is deputy editor-in-chief of China Daily USA.  huanxinzhao@chinadailyusa.com         "
