"title","date_published","text"
"Singapore summit may mark a new beginning: China Daily editorial","
            
           chinadaily.com.cn |
            Updated: 2018-06-11 20:27
          ","                                             It is no exaggeration to say the summit between Donald Trump and Kim Jong-un on Tuesday in Singapore could be epoch-making. The denouement to months of diplomatic efforts and the on-off-on-again saga that unfolded after its announcement, the meeting is of great significance. The first between the incumbent leaders of the United States and the Democratic People's Republic of Korea, it is a face-to-face conversation that can set the course of history - for better or worse. Such a meeting seemed impossible less than a year ago, when Trump and Kim were exchanging fiery rhetoric and trading personal insults. Indeed, to many it seemed that conflict was imminent. And even after olive branches were extended and accepted and the meeting agreed, there were still twists in the plot. When the DPRK denounced the US-ROK joint military drills in May and suspended pre-arranged high-level talks with the Republic of Korea because of the drills, many began to doubt whether the summit would go ahead. And their rendezvous seemed to be an increasingly remote possibility with both Trump and Kim threatening to call it off. However, in the hours and minutes between then and now, hasty judgments and words were rescinded. And so it has come to pass that they meet today. China has undoubtedly contributed much to materializing the meeting. It has long called for such direct talks, and it has worked hard as an intermediary to materialize them. It sincerely hopes that Kim and Trump will be able to make breakthroughs when they meet so that the two countries can begin taking steps toward the signing of a belated peace treaty to bring a formal end to the Korean War. And there's the thing, even if there is no immediate substantial outcome from the talks, the Singapore summit can serve as the necessary beginning for achieving this, as it can make it possible for the US and the DPRK to continue their communication to secure their final rapprochement and thus the denuclearization of the Korean Peninsula. Both parties have long considered the other to be an enemy, and it has been a long journey to reach this point. Now Trump and Kim should do their utmost to agree on their next step so as to maintain the positive momentum. This would not only reward all those who have spared no efforts in their attempts to make their meeting a reality, it would also enable both to hail it as a success. Certainly, the world expects them to do nothing less.         "
"Contacts should continue even if summit cancelled: China Daily editorial","
            
          China Daily |
            Updated: 2018-05-25 06:58
          ","                          President Donald Trump and the Democratic People's Republic of Korea's top leader Kim Jong-un are planned to meet on June 12, 2018. [Photo/Agencies]   The summit in Singapore between US President Donald Trump and Democratic People's Republic of Korea leader Kim Jong-un may or may not be taking place on June 12 as planned.  Trump informed Kim in a letter on Thursday that he was canceling the meeting because of the DPRK's recent ""hostility"".  ""Sadly, based on the tremendous anger and open hostility displayed in your most recent statement, I feel it is inappropriate, at this time, to have this long-planned meeting,"" Trump wrote in his letter, which was released by the White House.  The anger shown by the DPRK that Trump cited as the reason for the meeting being called off is understandable. The DPRK called US Vice-President Mike Pence ""ignorant and stupid"" after he said the country could ""end like Libya"". The second time Pyongyang was threatened with this fate ahead of the meeting after Trump's National Security Advisor John Bolton also spoke of that possibility.  Since the Libyan leader Muammar Gadhafi was killed by US-backed rebels eight years after he gave up his nuclear weapons program, such comments are bound to spook Pyongyang, as no doubt intended.  Trump also spoke of the United States' ""massive and powerful"" nuclear capabilities in his letter, saying he hoped they would never ""have to be used"". All of which has served to highlight the existential threat that prompted Pyongyang to pursue nuclear weapons in the first place. A threat that has been ratcheted up despite Trump saying on Tuesday that ""He (Kim) will be safe. He will be happy. His country will be rich"".  With its cheeky invitation for Kim to ""call or write"" to set up a meeting, the letter did not slam the door shut on talks. Something he stressed later saying it required ""concrete steps"" from the DPRK. It is worth bearing in mind that despite the letter's grandstanding, Trump said on Tuesday, in a meet-the-media with Republic of Korea President Moon Jae-in, that they were working on something with the DPRK. Something that might not work out for June 12, but ""that doesn't mean it won't work out over a period of time"".  An end to hostilities and denuclearization of the Korean Peninsula are the goals that many countries have been working for in the past decades. Which is true of China, whatever, Trump might suggest to the contrary. It has urged the DPRK and the US to hold firm their commitment to dialogue in order to move relations forward.  After 65 years some maneuvering is to be expected, but all parties need to keep in contact and work toward the same goals.         "
"Realistic expectations for Kim-Trump summit needed: China Daily editorial","
            
          chinadaily.com.cn |
            Updated: 2018-05-23 21:08
          ","                          President Donald Trump and the Democratic People's Republic of Korea's top leader Kim Jong-un are planned to meet on June 12, 2018. [Photo/Agencies]   Republic of Korea President Moon Jae-in said in Washington on Tuesday that ""the fate and the future"" of the Korean Peninsula hinges on US President Donald Trump's meeting with Kim Jong-un, top leader of the Democratic People's Republic of Korea.  Certainly, a first ever face-to-face meeting between the incumbent leaders of the two countries would present a historic opportunity to finally end the standoff and tensions that have persisted for more than six decades.  Which is why talk from both sides that the meeting might not go ahead as planned has raised concerns.  Trump has said there is a ""substantial chance"" the summit won't happen as scheduled — saying it could be delayed or canceled if ""certain conditions"" are not met. And the DPRK has threatened to scrap the meeting after Trump's National Security Advisor John Bolton said there could be a ""Libya-style solution"" to denuclearize the DPRK, something that did not end well for the Libyan leader Muammar Gadhafi.  Given past practices, it is possible that both parties are just jockeying for position ahead of the talks. But it is to be hoped neither side puts a foot wrong in doing so.  The mutual suspicions that have festered over the years will not be dispelled in just a few months. And the history of agreements breaking down because of the lack of trust, means that the two sides' demands and expectations have to be realistic.  Trump said on Tuesday that he believes Kim is serious about denuclearization, and that in the short period of time his administration has been engaging with Pyongyang it has been a relationship that seems to be working. But he added, it remains to be seen how long it continues to work. For it to do so, Washington will need to deliver on its promises of security guarantees for Pyongyang, as this is fundamental to any progress.  With the US seemingly wanting swift denuclearization in one go, and the DPRK wanting it in phases, there is certainly the possibility there will be no meeting of ways.  But with Trump saying the two sides are still talking, and Pyongyang allowing reporters entry to cover the dismantling of the nuclear test site, the two sides clearly believe it is still on the cards.  All stakeholders have every reason to do all they can to ensure the meeting does go ahead, as it is a necessary step toward securing peace and stability on the Korean Peninsula and finally laying this legacy of the Cold War to rest.         "
"Goodwill of all is crucial for peninsula peace: China Daily editorial","
            
          chinadaily.com.cn |
            Updated: 2018-05-16 21:45
          ","                      The easing of tensions that has completely changed the picture on the Korean Peninsula has been hard won. It should not be taken for granted. The good progress that has been made in getting the two sides talking has necessitated a softening of their previously bellicose stances. However, the rapport that has been forged is extremely vulnerable given the mistrust and suspicion that has festered over the years. Yet this is a historic moment when the antagonism and mistrust fomented during the Cold War may finally be laid to rest. The possibility of direct talks between the leaders of the Democratic People’s Republic of Korea and the United States — the first since the armistice agreement put an end to hostilities 65 years ago — should be cherished, not squandered. Which is exactly what the US-ROK joint military exercises that began on Friday have risked doing. The drills are an annual event and no doubt require a degree of coordination and planning, but given the significance of the coming meeting between DPRK leader Kim Jong-un and US President Donald Trump, they could surely have been canceled or postponed. In response, Pyongyang canceled high-level talks with Seoul hours before they were due to take place on Wednesday. It was entirely predictable that it would do so, given how much it dislikes the provocative military maneuvers that simulate attacks on it, and its past responses to them. These developments have poured cold water on the warming relations that were on display at the summit between Kim and his counterpart Moon Jae-in of the Republic of Korea on April 27, when the two Koreas agreed to complete denuclearization of the peninsula and the replacement of the current armistice agreement with a peace treaty. What is even more disturbing is Pyongyang’s statement immediately after that Kim may cancel his meeting with Trump if the US pressures Pyongyang to unilaterally abandon its nuclear weapons. It is all very well for the White House to say it is carrying on with preparations for the Singapore summit on June 12, as that makes it look like it is Pyongyang that is spoiling the party. However, unless Washington shows it is sincere about finally putting an end to the acrimony and animosity, the concerted efforts to nurture the precious potential for peace since the beginning of the year will not be rewarded. Washington, Seoul and Pyongyang need to treasure what has been achieved, increase their communication, and try to overcome the mistrust and suspicions that stand in the way of a historic breakthrough.         "
"Realistic expectations for Kim-Trump talks: China Daily editorial","
            
           chinadaily.com.cn |
            Updated: 2018-05-10 20:28
          ","                                                 A file photo of US President Donald Trump. [Photo/Agencies]   Everything appears to be rosy ahead of the planned meeting between US President Donald Trump and Democratic People’s Republic of Korea leader Kim Jong-un.  Trump expressed his personal appreciation to Kim after three US citizens who had been detained by Pyongyang for anti-state activities were released on Wednesday. The DPRK’s official news agency, KCNA, reported that Kim had decided to grant amnesty to the three Americans at the “suggestion” of the US president.  The move came just hours after the government leaders of China, Japan and the Republic of Korea expressed their shared commitment to preserving and promoting the positive momentum on the Korean Peninsula at their long-postponed tripartite summit meeting in Tokyo. And it has been a while since they all agreed on something.  And it came the day after Kim made his second visit to China to meet with President Xi Jinping, just 40 days after his first visit, which was also his first trip outside his country since he became leader. During their cordial conversations in the northeastern coastal city of Dalian, Kim reiterated his willingness to denuclearize and his hopes that the upcoming summit with Trump would lead to lasting peace for his country and the Korean Peninsula.  History has hardly seen such broad-based support for substantive headway to be made in resolving the Korean Peninsula situation. With all the direct stakeholders enthusiastically engaged, it is becoming seemingly more possible by the day that the “historic meeting” Kim anticipates will produce what Trump hopes will be a “very successful deal”.  But it is that very desire that may prevent it from being realized. Anyone anticipating that “complete, verifiable, irreversible denuclearization” can be obtained with just a snap of the fingers, is probably destined to be disappointed.  That Pyongyang is actively promoting rapprochement, and has openly embraced the idea of ultimate denuclearization is indeed a very encouraging development. And, considering the shared interest in a negotiated outcome for the protracted crisis, the region may be closer than ever to untying what has long been a Gordian knot.  However, let us not ignore Kim’s statement that a successful summit with the US president will only be “a fine first step toward building a fine future”.  And given Washington’s apparent eagerness for immediate outcomes and Pyongyang’s preference for things to proceed in a step-by-step manner, a lot still needs to be straightened out in order to bridge what could be an unsurmountable gap.  Given the role it has been playing in facilitating the progress that has been achieved so far, Beijing can play a more active role in this respect by promoting a convergence of pragmatic expectations for the upcoming meeting.         "
"Xi's meeting with Kim boosts peace process: China Daily editorial","
            
          chinadaily.com.cn |
            Updated: 2018-05-08 22:47
          ","                          Xi Jinping and Kim Jong-un hold talks in Dalian, Northeast China's Liaoning province, on May 7-8, 2018. [Photo/Xinhua]   There is no reason to doubt the Democratic People’s Republic of Korea’s sincerity in wanting to put an end to the long-standing hostility that has made it feel continually threatened. That enmity really should have been consigned to history a long time ago. However, past detentes were aborted due to perceptions on both sides that commitments were not being honored.  That should serve as a lesson that dedicated efforts are needed to remove mutual suspicions. And that for the current positive momentum to have the necessary firm foundations on which to build lasting peace, greater trust is crucial.  By meeting the need for an honest broker to help instill confidence that each side is acting in good faith, China has been playing and continues to play an indispensable role in the Korean Peninsula peace process.  Certainly the DPRK is not going to denuclearize unless it is convinced it has cast-iron and workable security guarantees. Nor are the United States and the Republic of Korea going to give such guarantees unless they are convinced that denuclearization is indeed taking place. Which will be a chicken and egg standoff, unless each side is satisfied the other will honor its step-by-step commitments.  China has been working hard to ensure the momentum that has been realized is consolidated. And that both sides sincerely cherish the possibility of putting their animosity behind them.  In the latest move, President Xi Jinping met with DPRK leader Kim Jong-un in the northeastern Chinese coastal city of Dalian on Tuesday. The DPRK’s state news agency KCNA said the meeting added important momentum to bilateral ties at a crucial time.  The two leaders’ meeting was unexpected as it came just 40 days after Kim had met with Xi in Beijing. But it comes ahead of Kim’s planned meeting with US President Donald Trump, which is expected to take place sometime this month, or next.  The friendly get-together enabled Kim to assure Xi that his country remains committed to denuclearization and has no need to possess nuclear weapons if there is an end to the hostile policies and security threats against it.  A message that Xi will no doubt pass on to US President Donald Trump, who later tweeted that he hopes he “will speak to my friend President Xi” by telephone on Tuesday evening, Beijing time, to discuss the DPRK situation and trade.  With Xi reaffirming to Kim that China will support the DPRK in its economic construction efforts now that it is switching its focus to development, the meeting marks another significant step forward for the Korean Peninsula peace process.         "
"'A new beginning of history' on the Korean Peninsula","
            
          chinadaily.com.cn |
            Updated: 2018-04-27 21:54
          ","                          ROK President Moon Jae-in (R) meets with top leader of the DPRK Kim Jong-un in the border village of Panmunjom on April, 27, 2018. [Photo/VCG]   In a historic step — literally — Democratic People’s Republic of Korea leader Kim Jong-un walked into the Republic of Korea and met with ROK President Moon Jae-in at Panmunjom truce village. The fact that Kim became the first DPRK leader to set foot on ROK soil since the armistice in the Korean War in 1953 will be etched in history irrespective of the ultimate outcome of the historical meeting between the two leaders.  The two sides had high expectations from the third inter-Korean summit and the first since 2007. And fittingly, the firm handshake between Kim and Moon, accompanied by the smiles on their faces, indicated “a new beginning of history”, as the DPRK leader called it later.  By pledging to work for the “complete denuclearization of the Korean Peninsula”, the two leaders laid to rest any doubts that the summit would fail to yield the desired results. The joint declaration pledged to restore peace on the peninsula by, among other things, pursuing phased arms reduction, ceasing hostile acts, transforming the fortified border into a peace zone, and seeking multilateral talks.  In fact, the joint declaration said: “The two leaders declare before our people of 80 million and the entire world there will be no more war on the Korean Peninsula and a new age of peace has begun.”  Equally important, the two leaders said they would work with China and the United States to “officially end” the Korean War this year and seek an agreement to establish “permanent” peace in its place.  Washington, in turn, said it is hopeful the Pyongyang-Seoul talks will succeed in restoring peace and prosperity for the two sides, and is preparing for the planned meeting between US President Donald Trump and Kim in a few weeks.  The consensus on denuclearization, if properly implemented, will not only end the hostilities between the two sides, but also usher in a new era of development on the peninsula.  It would be in the interest of all parties, therefore, to keep the positive momentum going, so that no untoward incident prevents permanent peace and prosperity from being restored not only on the peninsula but also in the region and beyond.         "
"DPRK's decision must not be lightly dismissed: China Daily editorial","
            
          chinadaily.com.cn |
            Updated: 2018-04-22 20:16
          ","                          A DPRK flag flies on a mast at the Permanent Mission of North Korea in Geneva. [Photo/VCG]   The surprise announcement that the Democratic People's Republic of Korea is suspending its nuclear and intercontinental ballistic missiles tests is an auspicious prelude to leader Kim Jong-un's upcoming summit with Republic of Korea President Moon Jae-in, and his planned talks with United States President Donald Trump.  Now there seems to be no reason why the two meetings should not go ahead and Pyongyang rewarded for its show of goodwill.  This may seem a step too far. But Kim was not acting on a whim. The decision came with a change in the country's national strategy. The focus is now on the economy.  A DPRK that is preoccupied with providing better lives for its people and proactively engaged in communication with neighboring countries and the broader international community will be a blessing to the region and the world at large. Both China and Russia have welcomed the announcement and urged the ROK and the US to act accordingly to promote a peaceful settlement of the Korean Peninsula issue.  It is important to keep in mind this is a move awaiting a positive response. For what is intended to be kick-started by the talks will be a protracted process that could easily go awry.  Certainly skeptical observers have been quick to point out that suspending its weapons tests is not the same as renouncing them, and that it is not because his country is ready to abandon nuclear weapons that Kim has announced the suspension. Instead, those tests are no longer necessary since Pyongyang already has nuclear weapons, and it is believed the ""northern test site"" is no longer operable anyway.  So what Kim presented was perhaps more of an overture than anything substantial. While striking a conciliatory tone, Kim's pledges of no first use and no proliferation of nuclear weapons, also conveyed the message that Kim will sit down for talks as the leader of a legitimate nuclear power. Negotiations about actual nuclear disarmament will likely prove arduous given such weapons are critical to Pyongyang's sense of security. It will require ironclad security guarantees if it is to relinquish them.  Yet the DPRK's move does offer an opportunity to discuss a political settlement of the peninsula issue in his talks with first Moon, then Trump.  Trump tweeted: ""This is very good news for North Korea and the World — big progress! Look forward to our Summit."" The parties concerned now need to show the world that lasting peace and common development can be achieved through dialogue and consultation.         "
"Washington, Seoul should not let war games kill talks","
            
          China Daily |
            Updated: 2018-04-03 07:10
          ","                          Xi Jinping holds talks with Kim Jong-un at the Great Hall of the People in Beijing. At the invitation of Xi, Kim paid an unofficial visit to China from March 25 to 28. [Photo/Xinhua]   While three feet of ice will not be thawed in a day, as the Chinese saying goes, there have been more positive developments in efforts to melt the ice on the Korean Peninsula since Kim Jong-un, leader of the Democratic People's Republic of Korea, paid a visit to China last week.  After his trip to Beijing, Kim met with visiting International Olympic Committee President Thomas Bach, during the latter's three-day visit to Pyongyang, which ended on Saturday, and they agreed that the IOC will help the DPRK prepare for the participation in the 2020 Tokyo Olympic Games and 2022 Beijing Winter Olympic Games.  Kim and his wife, Ri Sol-ju, also joined an audience of hundreds in Pyongyang on Sunday for a performance by Republic of Korean K-pop singers, the first time such a show has been held in more than a decade.  Both developments were further signs of the DPRK's bid for rapprochement and engagement with the outside world, which of course is crucial if the forthcoming dialogues and any negotiations aimed at the peaceful denuclearization of the peninsula are to yield the desired outcomes.  However, this desirable momentum is vulnerable due to the mistrust that has festered over the years, and it could easily be disrupted or squandered. Not least by the joint military exercises between the US and the ROK that began on Sunday with more than 11,500 US and nearly 300,000 ROK troops taking part. The war games, known as Foal Eagle and Key Resolve, are being staged ahead of the summit between the DPRK and the ROK scheduled for April 27 and a meeting between the US and DPRK leaders penciled in for May.  Considering that the drills normally run about two months and the DPRK views them as a serious provocation, that the proposed talks would be held under the shadow of the US-ROK war games is hardly conducive to amicable discussions.  The thaw on the peninsula should not be taken lightly; it is a precious opportunity to start unraveling this complex historical knot. China hopes all the parties concerned will exercise the utmost restraint and jointly safeguard the current trend of reconciliation. Nothing is more important now than cherishing and sustaining the current thaw on the Korean Peninsula and ensuring there is an atmosphere favorable for dialogue to bear fruit.         "
"DPRK talks can yield payoffs if all engage with sincerity: China Daily editorial","
            
          chinadaily.com.cn |
            Updated: 2018-03-29 20:01
          ","                          Xi Jinping holds talks with Kim Jong-un at the Great Hall of the People in Beijing. At the invitation of Xi, Kim paid an unofficial visit to China from March 25 to 28. [Photo/Xinhua]   Kim Jongun's visit to Beijing this week for talks with President Xi Jinping has raised hopes that the planned upcoming series of meetings will produce meaningful outcomes, as the top leader of the Democratic People's Republic of Korea pledged his commitment to denuclearization, which is the ultimate goal of all the other stakeholders in the issue, including China.  The fruitful results of the meeting between Xi and Kim have been widely recognized by the international community, with United Nations Secretary-General Antonio Guterres welcoming the meeting, and US President Donald Trump saying in a tweet that he had been informed by Xi on Tuesday night that the meeting with Kim ""went very well"" and that Kim looked forward to meeting the US president. A meeting between the two leaders is reportedly in the works for sometime in May, although the time and place have not yet been announced.  After Kim concluded his visit to Beijing, Republic of Korea officials did confirm on Thursday that a meeting between ROK President Moon Jae-in and Kim is to be held on April 27 in the border truce village of Panmunjom. And Japan has reportedly also sounded out the DPRK about a bilateral summit.  Such meetings were inconceivable just a few months ago.  Needless to say, Beijing has been playing its part in realizing and sustaining the positive momentum, as Xi's invitation to Kim shows. But the welcome conciliation that has been achieved must now be cherished and nurtured. At this critical juncture, all the parties concerned should refrain from doing or saying anything that may shatter what is likely a fragile détente, given the suspicions and mistrust that have prevailed in the past. These will need to be assuaged if the opportunities presented by dialogue are to yield anything of substance.  That will require all concerned to show political wisdom, diplomatic flexibility and strategic patience, since the complex knot of history will not be easily unraveled. The stakes could not be higher, and the future will not judge kindly those who are insincere in their efforts to secure a peaceful resolution.  Those involved should also bear in mind that previously wasted opportunities led to the confrontational impasse from which all now hope to emerge unscathed.  It is our hope that the seeds of reconciliation that have been sown can be tended and bear fruit. China is willing to join hands with all parties to make such a prospect come true, and it hopes joint efforts will be made by all to nourish the tender buds of friendlier relations that have emerged this spring.         "
"Xi Jinping, Kim Jong-un hold talks in Beijing","
            
          Xinhua |
            Updated: 2018-03-29 06:40
          ","                         BEIJING, March 28 - At the invitation of Xi Jinping, general secretary of the Central Committee of the Communist Party of China (CPC) and Chinese president, Kim Jong-un, chairman of the Workers' Party of Korea (WPK) and chairman of the State Affairs Commission of the Democratic People's Republic of Korea (DPRK), paid an unofficial visit to China from Sunday to Wednesday. During the visit, Xi held talks with Kim at the Great Hall of the People in Beijing.  Xi and his wife Peng Liyuan held a welcoming banquet for Kim and his wife Ri Sol Ju and watched an art performance together.  Li Keqiang, Chinese premier and member of the Standing Committee of the Political Bureau of the CPC Central Committee, Wang Huning, member of the Standing Committee of the Political Bureau of the CPC Central Committee and member of the Secretariat of the CPC Central Committee, and Chinese Vice President Wang Qishan attended related activities, respectively.  During the talks, Xi expressed warm welcome on behalf of the CPC Central Committee to Kim for his first visit to China.  Kim said, since the 18th CPC National Congress, the CPC Central Committee with Comrade Xi Jinping at the core has, with tremendous political courage and a strong sense of responsibility, developed new thinking and new ideas, put them into action, and solved many tough problems that were never resolved and accomplished many big things that were long on the agenda but never got done. These achievements fully proved that the lines of the CPC are correct lines that accord with the national conditions. In particular, Comrade General Secretary has put forward the requirements that the Party should exercise effective self-supervision and practice strict self-governance in every respect, which has contributed greatly to Party building and realized the overall Party leadership over all work. At present, the WPK is also intensifying its efforts in fighting against arrogance, bureaucracy and corruption.  Kim said he sincerely hoped that China will continuously make new great achievements in the course of building a moderately prosperous society in all respects and a great modern socialist country.  The two leaders thoroughly exchanged views on the situation of the world and the Korean Peninsula.      At the invitation of Xi Jinping, general secretary of the Central Committee of the Communist Party of China (CPC) and Chinese president, Kim Jong-un, chairman of the Workers' Party of Korea (WPK) and chairman of the State Affairs Commission of the Democratic People's Republic of Korea (DPRK), paid an unofficial visit to China from March 25 to 28. During the visit, Xi held talks with Kim at the Great Hall of the People in Beijing. Xi held a welcoming ceremony for Kim before their talks. [Photo/Xinhua]   Xi said that positive changes had taken place on the Korean Peninsula since this year, and China appreciates the important efforts made by the DPRK.  On the Korean Peninsula issue, Xi said that China sticks to the goal of denuclearization of the peninsula, safeguarding peace and stability on the peninsula and solving problems through dialogue and consultation.  China calls on all parties to support the improvement of inter-Korean ties, and take concrete efforts to facilitate peace talks, said Xi, noting that China will continue to play constructive role on the issue and work with all parties, including the DPRK, toward the thaw of the situation on the peninsula.  Kim said that the situation on the Korean Peninsula is starting to get better, as the DPRK has taken the initiative to ease tensions and put forward proposals for peace talks.  ""It is our consistent stand to be committed to denuclearization on the peninsula, in accordance with the will of late President Kim Il Sung and late General Secretary Kim Jong Il,"" he said.  Kim said that the DPRK is determined to transform the inter-Korean ties into a relationship of reconciliation and cooperation and hold summit between the heads of the two sides.  The DPRK is willing to have dialogue with the United States and hold a summit of the two countries, he said.      At the invitation of Xi Jinping, general secretary of the Central Committee of the Communist Party of China (CPC) and Chinese president, Kim Jong-un, chairman of the Workers' Party of Korea (WPK) and chairman of the State Affairs Commission of the Democratic People's Republic of Korea (DPRK), paid an unofficial visit to China from March 25 to 28. During the visit, Xi held talks with Kim at the Great Hall of the People in Beijing. Xi held a welcoming ceremony for Kim before their talks. [Photo/Xinhua]   ""The issue of denuclearization of the Korean Peninsula can be resolved, if south Korea and the United States respond to our efforts with goodwill, create an atmosphere of peace and stability while taking progressive and synchronous measures for the realization of peace,"" said Kim.  The DPRK hopes to enhance strategic communication with China during the process, jointly safeguard the trend of consultation and dialogue as well as peace and stability on the peninsula, said Kim.  Before the talks, Xi held a welcoming ceremony for Kim at the North Hall of the Great Hall of the People.  After the talks, Xi and Peng held a welcoming banquet for Kim and Ri. While delivering an address, Xi said that in the beautiful season of spring when everything is coming back to life, the unofficial visit of Comrade Kim Jong-un and Lady Ri Sol Ju to China is of great significance for the two countries to deepen communication, strengthen coordination and promote cooperation, and will push the relations between the two parties and the two countries to a new high in the new historical phase, as well as make important contributions to pushing forward the peace, stability and development in the region.  Xi said he had candid and friendly talks with Chairman Kim Jong-un. ""We agreed that carrying forward the traditional friendship between China and the DPRK accords with the common interests of both sides, and is the common strategic choice of both sides.""  ""No matter how the international and regional situation changes, we will both firmly grasp the global development trend and the overall situation of the China-DPRK relationship, strengthen our high-level exchanges, deepen our strategic communication, expand our exchanges and cooperation, and benefit the people of both countries and the people of all countries,"" he said.      Xi Jinping holds talks with Kim Jong-un at the Great Hall of the People in Beijing. At the invitation of Xi, Kim paid an unofficial visit to China from March 25 to 28. [Photo/Xinhua]   While addressing the banquet, Kim said that as the situation of the Korean Peninsula is undergoing unprecedented changes, he paid a swift visit to China, out of good wishes for promoting peace and stability on the peninsula, and carrying on and developing the DPRK-China friendship.  He said the fact that he chose China as the destination of his first overseas visit showed his will to carry forward the tradition of DPRK-China friendship, and how he valued the friendship between the two countries.  ""I have had successful talks with General Secretary Xi Jinping on developing relations between the two parties and the two countries, our respective domestic situation, maintaining peace and stability on the Korean Peninsula, and other issues,"" he said.  ""In this spring full of happiness and hopes, I believe my first meeting with General Secretary Xi Jinping will yield abundant fruits of DPRK-China friendship, and facilitate peace and stability on the Korean Peninsula,"" he said.  During the visit, Xi and Peng held a luncheon for Kim and Ri in the Yangyuanzhai Room of the Diaoyutai State Guesthouse. Xi said that the Diaoyutai State Guesthouse has witnessed the development of the traditional friendship between the two countries, and the close relations between leaders of the elder generations of the two parties and two countries ""have set an example for us.""  ""We welcome Chairman Kim Jong-un and Lady Ri Sol Ju to visit China now and again,"" Xi said.  Kim said that the DPRK-China friendship is especially precious, adding he would like to join hands with Xi to follow the noble will of leaders of the elder generations, carry on and develop the DPRK-China friendship that remains unchanged despite winds and rains, and elevate it to a new high under new circumstances.      Kim Jong-un visits an exhibition showcasing the innovation achievements of the Chinese Academy of Sciences since the 18th National Congress of the Communist Party of China (CPC). [Photo/Xinhua]   Kim also visited an exhibition showcasing the innovation achievements of the Chinese Academy of Sciences since the 18th CPC National Congress. Kim showed his admiration for China's accomplishments in the development and innovation of science and technology, and wrote an inscription to mark the visit.  Ding Xuexiang, member of the Political Bureau of the CPC Central Committee, member of the Secretariat of the CPC Central Committee and director of the General Office of the CPC Central Committee; Yang Jiechi, member of the Political Bureau of the CPC Central Committee; Guo Shengkun, member of the Political Bureau of the CPC Central Committee, member of the Secretariat of the CPC Central Committee and head of the Commission for Political and Legal Affairs of the CPC Central Committee; Huang Kunming, member of the Political Bureau of the CPC Central Committee, member of the Secretariat of the CPC Central Committee and head of the Publicity Department of the CPC Central Committee; Cai Qi, member of the Political Bureau of the CPC Central Committee and secretary of the CPC Beijing Municipal Committee; and State Councilor and Foreign Minister Wang Yi attended the activities.  Choe Ryong Hae, vice-chairman of the WPK Central Committee and director of the Organization and Guidance Department; Pak Kwang Ho, vice-chairman of the WPK Central Committee and director of the Propaganda and Agitation Department; Ri Su Yong, vice-chairman of the WPK Central Committee and director of the International Department; Kim Yong Chol, vice-chairman of the WPK Central Committee and director of the United Front Department and Foreign Minister Ri Yong Ho, accompanied Kim Jong-un on his China tour and attended related activities.         "
"Historic Xi-Kim meeting key to regional peace","
            
           China Daily |
            Updated: 2018-03-28 19:02
          ","                                                 At the invitation of Xi Jinping, general secretary of the Central Committee of the Communist Party of China (CPC) and Chinese president, Kim Jong-un, chairman of the Workers' Party of Korea (WPK) and chairman of the State Affairs Commission of the Democratic People's Republic of Korea (DPRK), paid an unofficial visit to China from March 25 to 28. During the visit, Xi held talks with Kim at the Great Hall of the People in Beijing. Xi held a welcoming ceremony for Kim before their talks. [Photo/Xinhua]   Kim Jong-un's visit to Beijing this week, at the invitation of President Xi Jinping, shows that China and the Democratic People's Republic of Korea are maintaining close communication at what is ""a special time"", and it was of ""great significance"".  With the DPRK leader due to have summits with the leaders of Republic of Korea and the United States in the next two months, it is only natural that Xi and Kim should want to compare notes. Suggestions that Beijing had been sidelined by Pyongyang's approaches to Seoul and Washington were always unfounded given the two countries' long-standing friendship, which was forged in the crucible of war.  ""There was no question that my first foreign visit would be to the Chinese capital,"" Kim was quoted as saying by the DPRK's official news agency KCNA.  During the visit, Kim's first overseas trip since taking office in 2011, the two leaders held candid and friendly talks and reaffirmed the traditional friendship between the two countries, which Xi said was the right choice ""based on history and reality"".  Certainly, maintaining and developing the sound relationship between China and the DPRK is of strategic significance for the two neighbors to defend their own and shared interests. It is also in the interests of all since their friendly relations are also essential to maintain the strategic equilibrium in Northeast Asia and help keep potential risks at bay.  This year has seen a welcome easing of tensions on the peninsula, and all parties involved should value this hard-won opportunity and seek to make further progress.  China has repeatedly stressed that it supports all efforts that aim to ease tensions on the peninsula and get the parties concerned back to the negotiating table again.  And it is China's hope a solution that accommodates the interests and concerns of all stakeholders can be found at an early date so that the Korean Peninsula can emerge from under the shadow of conflict and embrace stability and prosperity.  With this in mind, Beijing has said it will continue to play a constructive role in brokering and facilitating talks, and it has called on all parties to support the improvement in inter-Korean ties and make concrete efforts to ensure the talks are a success.         "
