title,date_published,text
Fijian dialogue process makes Bonn climate talks a 'success',11/21/2017,"                      The United Nations Climate Change Conference in Bonn, Germany, which concluded over the weekend was no different from the other annual gatherings since 1995, when the world leaders decided to sit together to find ways to cope with climate change.  The negotiators in Bonn burned the midnight oil on the last day of the conference to come up with the final document. But once again the rich countries didn't commit to paying the $100 billion they had promised to developing economies by 2020 to help the latter cope with and adapt to climate change. And, as they have done earlier, some Western outlets said the Bonn talks made ""little progress"".  However, the Bonn talks can be seen as a ""success"" if we consider it a critical step toward completing the ""rule-book"" for the 2015 Paris Agreement.  This conference was organized at a time when the international community seems ""increasingly divided"", mainly because some of the Western powers have not fulfilled the commitments they made at some previous climate talks. For example, US President Donald Trump has withdrawn from the Paris climate accord, although the European Union was an active player at the Bonn talks. The international community, it seems, needs some positive energy to work together to deal with the common threat to humanity.  Some of that energy was evident in Bonn, though.  Although Fiji, which has already seen the consequences of global warming, held the presidency for this year's climate talks, the event was hosted by Germany, because the funds needed for and the logistics of hosting such an event were too much for the Pacific island country. This explicit and fruitful understanding between the Fijian and German governments showed that an industrialized country and a less-developed one can join hands to deal with common threats.  Moreover, the international community accepted the Pacific island's wisdom by including the ""Talanoa Dialogue"", a Fijian concept that encourages people to listen to each other, respect each other's views, and seek solutions that benefit everybody-in other words, a process of inclusion and transparent dialogue that will lead to the ""rule book"" to be adopted at next year's conference in Katowice, Poland.  This encouraging cooperation-oriented approach is likely to enrich global climate politics, which have long been dominated by the pressure, finger-pointing and dilly-dallying tactics of some Western countries and media outlets.  Certain factors are essential to climate talks. First, which country, or countries, has contributed most to global warming? Second, joint efforts are needed to fight climate change but the process of seeking solutions should be inclusive and democratic. And, most importantly, promises made on paper should be honored and fulfilled. In this regard, the Talanoa Dialogue can help build mutual trust and understanding, which the international community badly needs.  The Paris Agreement, ratified by 170 economies, is part of an ambitious global effort to deal with global warming in the period after 2020. To realize this agreement, the UN had asked every country to submit its plan for voluntary contribution to reducing global greenhouse gas emission. This approach gave enough room to each country to raise its targets while implementing the Paris Agreement.  Now, the Talanoa Dialogue process is expected to help each participant to share its knowledge of low-carbon development model with the others, and vice-versa. Such dialogue could inspire countries to embark on a green path of development, which the negotiators in Bonn described as a post-2020 ambitious plan, which will also need the transfer of low-carbon technology and funds from the rich countries to the poorer ones to succeed.  Also, as agreed in the Kyoto Protocol and the second phase of this landmark global deal, the rich countries have to honor their promises both in letter and spirit.  And if that happens, the transition from Kyoto Protocol to the Paris Agreement will be smooth even if the US, the world's largest economy, remains a non-party to the two historic climate pacts.  The author is deputy chief of China Daily European Bureau.  fujing@chinadaily.com.cn            "
EU could take a leaf out of China's book on diplomacy,11/14/2017,"                              Zhang Ming, China's new ambassador to the EU, submitted his national credentials to European Council President Donald Tusk on 8 Nov, 2017  in Brussels. [Provided to China Daily]    This time last year, as the world was coming to terms with Donald Trump winning the US presidential election, Europeans and Chinese worried about the president-elect's provocative rhetoric and what he would do in office.    Last week, Trump visited China and tweeted his sincere thanks to President Xi Jinping after concluding possibly his happiest foreign visit yet, and vowed to build even stronger relations with China.  There was much work done behind the scenes to make his visit such a success and much more is required to maintain the current positive momentum in Sino-US relations, although the deals worth billions of dollars agreed during his trip showed the potential that can be tapped by strengthening their cooperation.  How the relationship between China and the United States has developed should offer food for thought for the European Union, when it considers its relationship with the world's major countries.  Many European opinion leaders are not satisfied with the quality of the EU's relations with the US, Russia, China, and even Turkey. They say that Europe's relations with these countries should not be so bad.  It could learn something from China's experiences and diplomatic approach.  China does not believe in the outdated zero-sum game, which the West has insisted on for so long. China believes in seeking harmony when developing foreign relations, and especially in its pursuit of a new type of major power relations featuring coordination and cooperation.  The Chinese leadership knows that good relations with the US president and his country are crucial for China's development and world peace and prosperity.  Such a sincere and proactive approach has helped foster good relations with Trump and the US. It would not have been possible if China had acted as EU does when it deals with the US.  The last meeting between Donald Trump and European leaders was not fruitful, although European Council President Donald Tusk invited Trump for a summit as soon as he was elected.  And even though the EU has highlighted it as one of the bloc's 10 priorities, the talks on their Transatlantic Trade and Investment Partnership have been shelved.  Of course, it is not only the EU that should be blamed for the frosty relations with the US, whose healthy development is critical for the global family. However, the EU, as a global player, could follow China's example by being more pragmatic in its diplomatic approach toward the US so as to ensure global development, peace and security.  The EU usually bears this in mind in its dealings with China. Many EU member states, for example, the United Kingdom, Germany, the Czech Republic, Hungary and Greece, have already forged close ties with China.  President Xi visited the headquarters of the EU in early 2014, calling on both sides to become partners for peace, growth, reform and civilization. And in a recent interview, former European Council president Herman Van Rompuy said he was impressed by Xi's proposals when he received the Chinese president.  Last week, when meeting Zhang Ming, the head of the Chinese mission to the EU, European Council President Tusk said he treasured his sound personal and work relations with Chinese leaders and China had a high priority in the EU's foreign relations.  Such recognition is encouraging. But what is more important is for both sides to take concrete actions to make the Sino-EU relationship even closer and stronger. That would be beneficial for the two sides whose combined population is almost 2 billion.  The author is deputy chief of China Daily European Bureau.  fujing@chinadaily.com.cn         "
EU-US trade relations experiencing a bumpy ride,9/5/2017,"                                              A ship loads containers at a terminal in Qingdao, Shandong province. [Photo/China Daily]    In his third state of union address to the European Parliament on Sept 13, European Commission President Jean-Claude Juncker should refer to a check list of his team's 10 priorities when he took office in late 2014, and assess to what extent it has fulfilled them in three years-or more than halfway into his term.    On the economic front, the European Union has been doing a relatively good job-it has phased out the roaming charges for cellphone users, a big step toward improving connectivity, and struck trade deals with several economies including Canada and Japan.  Even as the progress on internal integration has been slow, the EU now faces three new challenges that Juncker must focus on in his speech-rising terrorist attacks and plots, the United Kingdom's departure from the 28-member bloc and the deteriorating relationship (in political terms) between Washington and Brussels.  Juncker has not been able to fully explain the decline in EU-US ties since Donald Trump succeeded Barack Obama as the United States president in January. In late 2014, Juncker sounded confident of consolidating the EU's trade relations with the US through the Transatlantic Trade and Investment Partnership. But after 15 rounds of talks since July 2013, the agreement has been shelved.  Trump has also withdrawn the US from the Trans-Pacific Partnership agreement, a deal the Obama administration aggressively promoted in the Asia-Pacific region to isolate China. The TPP's objectives were always in doubt, but the fact that the incumbent US president put it to death, ostensibly to fulfill his presidential campaign promise, speaks volumes about its dubious goals. But then Trump has also dealt a blow to the multilateral global governance system by pulling out of the Paris climate change agreement.  The fate of TTIP, too, seems sealed, as there are no signs of Washington and Brussels engaging in fresh talks, while three rounds of talks on Brexit have not yielded any concrete results. This makes it all the more important for Juncker to explain the current state of Washington-Brussels ties in his address.  Juncker cannot put the entire blame on Trump for the jittery EU-US ties. True, the EU has the capability of taking a more proactive approach while dealing with the Trump administration. But Brussels is yet to do so.  Besides, Brussels has also not engaged with China in accordance with global rules. To begin with, the EU has not yet fulfilled its World Trade Organization commitment of recognizing China as a market economy; instead it is reportedly preparing to launch investment-related new screening policy against China.  This seems strange, especially because many believe Brussels should consolidate its economic relations with Beijing to offset the effects of its deteriorating ties with Washington. Some believe Brussels still has ample trust in Washington despite Trump being at the helm of US affairs, because traditionally the relationship between Europe and the US has always been strong.  Still, Juncker has to respond to EU citizens' query on the future of Brussels-Washington relations and how the TTIP will evolve, if ever. Basically, Juncker and the rest of the EU leaders have to change their mindset, as in today's fast-changing world, Brussels has to rework its policies that are directed at favoring one or a couple of economies. The TTIP is welcome if it helps the world to reduce trade barriers and promote globalization.  But that shouldn't prevent the EU from taking measures to improve trade ties with its other trade partners such as China.  The author is deputy chief of China Daily European Bureau. fujing@chinadaily.com.cn         "
EU should regulate investment cautiously,8/1/2017,"                              Chinese Premier Li Keqiang delivers a keynote speech at the 12th EU-China Business Summit in Brussels on June 2, 2017. [Photo provided to chinadaily.com.cn]       In the last 60 years, the European Union has expanded from six members to 28, but the battle over the responsibilities of Brussels and individual EU states has not abated. The latest skirmish is over Brussel's eagerness to centralize the approval process for European companies' takeovers by foreign enterprises amid an explosion of Chinese investment in the EU.  Brussels wants to strengthen the approval procedures for foreign investors that target ""key technologies for security reasons"", and European Commission President Jean-Claude Juncker is likely to announce regulation options in September.  Some EU member states argue such a move is not necessary because many of them already have such screening process in place. There are many reasons why Brussels considers such regulation important. However, there is a need for the EU to be cautious while it is in the process of shaping the bloc's future.  The United Kingdom's decision to break away from the EU was at the heart of the debate over the responsibilities of the EU and its members states. Hence, the EU must consider whether adding another layer of red tape will put internal cohesion, efficiency and economic growth at risk.  As a champion of free trade, the EU needs to recognize that other economic powers are removing trade and investment restrictions. For example, China is now trimming its approval regulations and documents to meet its reform goals, in order to ensure that investment approvals are completed at the provincial or local level, instead of needing the green light from the central government to finalize each and every deal.  To improve its efficiency, perhaps the EU should follow China's example of economic decentralization. The EU's proposed investment restrictions come on the heels of a similar move by the United States, which keeps taking steps to close the door on Chinese investment.  Washington has built trade barriers, on the pretext of security reasons, to prevent China's telecommunications giant Huawei from venturing into the US, but the EU has welcomed Huawei, which has created 11,000 jobs in Europe. Huawei's contribution to the job market has yielded excellent results in the past six years, during a good part of which many parts of the EU were fighting recession.  The EU's open attitude toward investment created a win-win situation. China has rapidly improved its competence in technologies through investment, trade and transfer of knowledge with the EU, the US and other countries. When formulating new policies, therefore, the EU should consider if these policies will contribute to economic growth or retard it. And if the effects of the policies are likely to harm growth, it should discard them.  In the evolving and turbulent global situation, the EU must shoulder its responsibilities while it ponders its future. It should assert its independence from the US in defense and high-tech industries. Only free trade of technologies can help turn win-win potential into reality. It is now for the EU to decide whether building trade barriers is conducive to the economic growth of the bloc and the rest of the world or harmful to all.  The author is deputy chief of China Daily European Bureau.  fujing@chinadaily.com.cn         "
Stick to openness while defending Paris Agreement,7/18/2017,"                      After US President Donald Trump said he would pull out of the Paris agreement on climate change, French President Emmanuel Macron replied that he was on a mission to ""make our planet great again"", a play on Trump's catchphrase, ""Make America Great Again"".  Macron has met Trump's rejection with a celebration of the signing of the historic agreement, which 153 out of 197 parties to the United Nations Framework Convention on Climate Change have ratified.  In spite of Trump's antipathy to the consensus on climate change, which seeks to mitigate greenhouse gas emissions between 2020 and 2030, Macron has adopted a pragmatic approach by engaging him and trying to bring him back on board, after the other leaders of the G20 agreed in Hamburg that the Paris Agreement is irreversible. Macron has recently planed to organize a climate summit to mark the second anniversary of the signing of the Paris Agreement on Dec 12 in France.  The French president has even been rewarded with positive noises from Trump during his visit to Paris on July 13-14 and the concession that ""something could be done"" on the issue.  Macron's next task should be to ensure that no further countries follow the US and pull out of the Paris Agreement. For example, Canada followed the US' lead by abandoning the Kyoto Protocol.  But Macron is proving to be a stout defender of the Paris Agreement. Within weeks of his presidency, Macron has shown his pragmatism by actively engaging China, the US, Germany and other global players and extolling the benefits of coordinated action on climate change.  China and France are united in defending the Paris Agreement.  He has also invited US climate researchers to France and even focused on climate finance, which has long been an issue that needed to be addressed by rich countries.  While climate is high on Macron's agenda, the French president has also said he wants to alter the regulation on trade and investment.  Macron needs to be very cautious in shaping his vision of Europe. Right now, he is trying to tighten scrutiny of foreign investment activities in the European Union, which is signing free trade agreements with some of its partners.  For politicians, market protection and protectionism seem very similar but the former is acceptable, while the latter is one step too far. Macron must accept the reality that openness has already benefited his country, the EU and the world by promoting technology transfer, capital injection and inward investment. For the EU, its priority should be to trim bureaucracy, instead of beefing up its regulations.  The US also scrutinizes investment in the name of national security. But this mainly works as a barrier and sometimes a useful card to play.  The EU, a global leader of climate protection, free trade and an open economy, should not follow such old-fashioned practices. What's more, the essence of the Paris Agreement is global development paradigm change, and ample finance and technology transfers from the rich countries can help less-developing countries avoid development traps and environmental woes.  France has played a major role in defending international cooperation on climate change. It should approach trade with the same spirit. If so, the numerous goals in the Paris Agreement could be turned into reality faster than expected.  The author is deputy chief of China Daily European Bureau.  fujing@chinadaily.com.cn         "
G20 must put actions to its words if it is to deliver on its consensus,7/11/2017,"                      A comparison of the outcome documents from the G20 summit in Hamburg that concluded on Saturday and those produced at the Washington gathering, the first such meeting between the leaders of the 20 major economies held two months after the fall of financial giant Lehman Brothers in 2008, leads to both encouraging and worrisome observations.  After intensive diplomatic efforts from the team of German Chancellor Angela Merkel, possibly the only leader who has participated in all 12 summits, the topics put on the agenda have gone far beyond risk management, financial market regulation, financial liquidity guarantees and the urgency of reviving economic growth, which were heavily debated at the first summit.  At that time, the major task of the international community was to avoid a dysfunctional global market by engaging with emerging economies such as China to ensure the global financial system remained workable.  During the global economic recession, the most damaging one after the Great Depression in 1929-33, China contributed half of the global economic growth and even now the share of its contribution, according to the International Monetary Fund, stands at around 30 percent.  In return, China has gained some of its due say in international economic governance, and the renminbi has been included in the global currency basket, increasingly swapped at bilateral level and recently even bought by European Central Bank as a reserve currency.  China has taken lead in setting up new multilateral financing platforms such as the Asian Infrastructure Investment Bank based in Beijing and the BRICS bank, or New Development Bank, based in Shanghai. And it proposed and is advancing the Belt and Road Initiative as a way to stimulate global economic growth and make it more inclusive.  China's contribution is shown in the Hamburg documents, and the 15-page declaration and several annexes show consensus was reached on pursuing greater economic openness, free trade, energy and sustainable development, the digital economy, partnership with Africa, health and the empowerment of women.  It gives the impression agreements were reached on everything except climate change, on which the US is at odds with the other members.  Despite this, the outcomes are encouraging. Compared with their vision shown at G20 summit in Washington, it is a big step forward.  However, it is clear there is still a lack of collective global leadership and political trust.  For instance, India is provoking China by sending troops across their border, the US is aggressively displaying its military might in the Asia-Pacific region, the differences between Europe and the US are expanding and also the relations between Russia and the West are unfriendly.  In the documents for the G20 summit in Washington and even those held in London and Pittsburgh in 2009, phrases such as ""refrain from"" were frequently included and most of the G20 members delivered on their words with actions.  Now, it is obvious that such a shared political will is fading. Some members are turning to domestic market protection, geopolitical calculation and a military buildup, instead of finding ways to offer more global public goods to really turn their consensus into reality.  And it is harder for the major powers to reach compromises now. The US once again, similar to its trick with the Kyoto Protocol, confirmed its withdrawal from the Paris climate change agreement. That is damaging to international cooperation as every other country believes the biggest economy should be a trustworthy partner and therefore should implement the deal as agreed.  The situation is worrying. If political trust cannot be forged, the spirit of making compromises will not be sustained, and the G20 consensus will be only on paper.  The author is deputy chief of China Daily European Bureau. fujing@chinadaily.com.cn         "
"On China's 'diplomatic chessboard', Germany is an important piece",7/4/2017,"                      On China's diplomatic chessboard the significance of Germany and other European Union member states can be gauged from the frequent visits President Xi Jinping has paid to those countries. In fact, he is due to arrive in Berlin on Tuesday to pay another state visit to Germany, during which he will also attend this year's G20 summit in Hamburg.  China has always attached great importance to Germany.  This is Xi's second state visit to Germany after his previous one in March 2014. What's more, the Chinese president's visit this year follows just one month after Premier Li Keqiang's tour to Germany. And Li also paid a visit to Germany in 2014.  Germany attaches equal importance to China, and German Chancellor Angela Merkel has visited China many times during her term in office. Actually, an official in the chancellor's office said Merkel probably doesn't attach such importance to any other country.  Germany is a competitive exporter and manufacturer, and thus an ideal model for China. Its social welfare and market system have been widely debated in China, which is undergoing market-oriented reform. And for decades, Germany has had a big share in China's market. For example, German car brands, such as Volkswagen, Audi, BMW and Mercedes, are omnipresent in China.  And since Chinese investors have just started to explore the opportunities in the high-end product market, Xi is likely to discuss with German leaders how to further boost bilateral ties and become bigger players in each other's markets by removing trade and investment barriers.  Globalization faces increasing challenges, especially with the United Kingdom's departure from the EU and US President Donald Trump's inward-looking policy to ""make America Great Again"", which is nothing but trade protectionism.  Trump has also pulled the United States out of the global climate change agreement, which almost every UN member state welcomed and signed in Paris in 2015.  Germany has been championing free trade, closer global connectivity and remains committed to fighting climate change. And at the World Economic Forum in Davos, Switzerland, in January, Xi affirmed China's commitment to globalization and free trade, a commitment EU commentators and politicians alike have repeatedly cited and welcomed.  For China, Germany is not only a market but also a platform to explore the entire EU economy. In recent years, Beijing has been viewing Sino-German ties beyond the two countries' markets, whose consumers add up to 1.9 billion.  That's one of the reasons Xi proposed the Belt and Road Initiative in 2013. And Germany's positive response to the initiative prompted other EU countries to join it. For example, China initiated the Asian Infrastructure Investment Bank, which many EU countries joined as founding members to explore more opportunities in third-party markets.  Xi's visit to Germany is of great importance to EU-China ties. China has higher hopes of establishing better relations with the EU as a whole.  Xi's visits to Germany and other EU countries indicate China's sincerity in developing closer partnership with the European bloc.  As the host of the G20 summit, a platform where global issues are discussed, Germany needs support to ensure the success of the event. And Xi, who hosted G20 Leaders Summit in Hangzhou in September last year, is expected to provide that support.  The author is deputy chief of China Daily European Bureau. fujing@chinadaily.com.cn         "
Right time for EU to transform words into action,6/1/2017,"                      Pascale Delcomminette, CEO of Belgium's Walloon Export and Foreign Investment Agency, said in a recent interview that an added advantage of her country's competitiveness is the ability to attract foreign investment. ""We are a member of the Asian Infrastructure Investment Bank,"" she said with pride in her voice ahead of Premier Li Keqiang's visit to Germany and Belgium from Wednesday to Friday, while highlighting her country' gateway position, mature market, openness and other merits.  While almost all Western European countries followed the United Kingdom in early 2015 in applying to become the founding members of the China-proposed AIIB, Belgium chose not to; it became a member of the new multilateral financial vehicle only in 2017.  Delcomminette wisely cited the AIIB membership as part of Belgium's competitiveness.  And she is not alone in the developed world with such an opinion. Delcomminette's observation enriched my portfolio of findings on how the China-proposed Belt and Road Initiative would benefit Europe, following my recent intensive talks with officials and business leaders in Central and Eastern Europe and in the Mediterranean region. Two points are especially important in this context. Many believe the Belt and Road Initiative has helped them better understand long-term national prosperity and development. They now know national prosperity and development can be achieved by reducing the development gap with Western Europe.  Specifically speaking, they can exploit their countries' geographical and regional advantages by highlighting their closer connectivity to Asia, Europe and Africa.  Therefore, the whole of Europe, both the developed and developing parts, can gain from the colossal game-changing economic development project initiated by China. This is an example of how China is contributing to the global public goods supply chain, and helping shape better and fairer governance dynamics as it further integrates into the global production and investment chain.  Most Europeans have accepted these changes.  There will be new narratives and dialogue contexts at the China-EU leaders' meeting which Premier Li will attend along with European Council President Donald Tusk and European Commission President Jean-Claude Juncker on Thursday and Friday. However, to what degree EU leaders recognize this changing paradigm of the world and reflect its member states' collective willingness will determine the outcome of this important meeting, held after the Belt and Road Forum for International Cooperation in Beijing, the EU-US leaders meeting and the NATO summit in Brussels, and G7 summit in Sicily, Italy.  What's more, examining how the EU has handled its relations with Beijing since last annual leaders' meeting will not allow us much relief. The EU, which globally advocates free trade, has failed to fulfill its commitment to China when the latter joined the World Trade Organization in 2001. The EU has tightened approval procedures for China's outward investment in recent times, though many of the bloc's member states want it. It has also imposed punitive tariffs on China's exports.  European leaders are still dividing the world into ""West and East"", while China advocates ""the shared destiny of humanity"". For example, when meeting US President Donald Trump, Tusk said he aimed to work with Trump to protect the interests and values of the ""free world"". That was a highly suggestive statement from the chief of an organization that is supposed to guide the EU in the right political direction. And a few months ago, in one of his speeches, Tusk even called China a threat.  Tusk's statements show the EU leadership has not fully accepted China as a strategic partner, although it aims to strengthen the EU-China partnership according to a statement on the bloc's website that China welcomes.  But only concrete actions count.  And this is the right time for the EU to seize the ""historic momentum"" to turn words into action, because its member states are eager to engage China in European policies on various fronts.  The author is deputy chief of China Daily European Bureau. fujing@chinadaily.com.cn         "
Brussels visit gives Trump a chance to reset ties with EU,5/23/2017,"                              US President Donald Trump attends a press conference at the White House in Washington DC, on April 12, 2017. [Photo/Xinhua]      Starting with his tightly-scheduled meetings with European Union leaders on Thursday in Brussels, US President Donald Trump and EU leaders are expected to start swirls of bargains on how to reshape the trans-Atlantic partnership and lead the changing world.  Trump, who called Brussels a ""hellhole"" during his election campaign, is expected to arrive in the Belgian capital and EU headquarters amid ""not welcome"" protests in Rome and Brussels on Wednesday, after his whirlwind visits to Israel, Saudi Arabia and a meeting with Pope Francis in Rome.  During his stay in Brussels, he is scheduled to meet the Belgian king and prime minister on Wednesday, take part in a EU-US leaders' meeting, and ""compare opinions"" with new French President Emmanuel Macron over lunch before attending the NATO leaders summit on Thursday afternoon. He will then fly to Italy to attend the G7 summit on Friday and Saturday.  Trump will return to Europe to attend the G20 summit in Hamburg, Germany, in early July, which will provide another opportunity for the EU and US leaders to inject new impetus into their partnership.  The detailed agenda of the discussion between Trump and EU leaders is still unknown. But the pressing and challenging topics cannot be discussed in a day. For example, Trump may discuss about the restart of the talks on Transatlantic Trade and Investment Partnership, which would be tricky given that Trump pulled the US out of the Trans-Pacific Partnership agreement, a deal that his predecessor Barack Obama had struck with the major Asia-Pacific economies, with the exception of China.  Beijing and Washington put in place an effective mechanism after President Xi Jinping met Trump in April, and it is now necessary for Brussels and Washington to follow suit.  But Trump must know how Europeans view his presidency. Observers in the EU were shocked by his victory in the US presidential election. They are still disappointed with his ""American First"" policy and what they perceive as an inward-looking and unstable governance approach.  Since Trump may still not be clear about the roles of various EU institutions, just like he confused European Council President Donald Tusk with European Commission President Jean-Claude Juncker, he needs to do enough homework to build trust with the EU leaders.  But apart from building mutual trust, the leaders of the two sides should also discuss how the EU and the US, which account for roughly half of the world's economic output, should shoulder more global responsibilities. And while doing so, the two sides should review the lessons learned from the financial and debt crises that originated in the US and the EU, respectively. They must also discuss how to fix their own governance loopholes to prevent the negative effects from spilling over into other economies and thus the global economy.  Domestic economic stability is essential for the US and the EU to take the global leadership, and both economies are back on track. But they now face another problem: political division that has lowered people's interest in the democratic process and domestic politics.  Many say the West is facing its biggest political crisis since the global financial crisis of 2008. Only after Western leaders squarely face up to their economic and political challenges can they take up their global responsibilities in a more constructive manner. And Trump must be cautious enough to not let the US default on its global responsibilities. For example, some EU opinion leaders say that if Trump does not implement the Paris climate pact, the EU will push the rest of the world to enforce it without the US' participation.  For the US to play a better role on the global stage, Trump's European tour can give him a chance to review the trans-Atlantic alliance and reshape future relations.  The author is deputy chief of China Daily European Bureau. fujing@chinadaily.com.cn         "
G7 and G20 summits can take inspiration from Silk Road spirit,5/16/2017,"                              President Xi Jinping chairs the Leaders' Roundtable Summit at the Belt and Road Forum for International Cooperation in Beijing, on May 15, 2017. [Photo by Xu Jingxing/chinadaily.com.cn]      Of all the hundreds of foreign participants at the Belt and Road Forum for International Cooperation in Beijing on Sunday and Monday, Italian Prime Minister Paolo Gentiloni and Germany's Minister for Economics and Energy Brigitte Zypries could be the key messengers spreading the forum's consensus that tearing the walls apart can achieve common peace and prosperity.  This is simply because Gentiloni, who joined state leaders from across the world in Beijing, will host the G7 summit in the Sicilian town of Taormina on May 26-27 and Germany will be chairing G20 Leaders Meeting in Hamburg on July 7-8.  Zypries attended the forum on behalf of German Chancellor Angela Merkel, who could not attend due to a scheduling conflict.  The two countries are certainly busy with agenda-setting for the upcoming summits, and Gentiloni and Zypries will have noted the proposals, solutions and suggestions that are emerging from the two-day gathering in Beijing.  What China is basically proposing with the Belt and Road Initiative is the world should engage in joint consultation and cooperation in pursuit of peace and prosperity, rather than engage in confrontation which only leads to conflict.  This revival of the Silk Road spirit is something the upcoming G7 and G20 summits urgently need to embrace. When their meeting wrapped up on Saturday, the G7 finance ministers and central bank governors failed to adopt a firm stance against protectionism mainly because of the opposition of the United States' representative.  The G20 finance ministers were also not on the same page at their meeting in March as they dropped their commitment to take ""no single protection measure"", a practice adopted in the depth of the global economic recession.  However, it is not just the United States that is taking a protectionist stance. The European Union announced anti-dumping measures against China's exports of pipes and tubes made from steel and iron last week.  The leaders who have gathered in Beijing issued a communique highlighting their consensus to deepen cooperation and build more opportunities by connecting different countries, regions and cultures through better infrastructure, innovative financial tools and encouraging the flow of other productivity elements.  The task of spreading this message falls on Italy and Germany's shoulders when they host the forthcoming summits.  It is true that they are being held at a difficult time, as French President Emmanuel Macron only began his five-year term on Sunday, Donald Trump took office in January and Gentiloni started to lead Italian government last December. British Prime Minister Theresa May is also a new face.  But the leaders should not only spend their time on laying the ""foundations for trust,"" which always appears to be a core task of their gatherings. They now need to be decisive in delivering concrete outcomes.  They must fight against protectionism, collectively learning from the Silk Road spirit that has been evident in Beijing during the Belt and Road Forum. And they must secure the harvest of global efforts to fight against climate change. If so, that will pave the way for the G20 summit in Hamburg, for which, the theme is connectivity.  In many ways, this theme already reflects some of the outcomes of Belt and Road Initiative, and the participants should be encouraged to debate and find ways to achieve not only greater infrastructure connectivity via roads, highways, railways, and ports, but also through financial openness and digital transformation.  On Sunday, the World Economic Forum founder Klaus Schwab called the Belt and Road Initiative proposed by China a model for fostering economic development and international cooperation. He plans to deepen the scope of the WEF's debates and discussions by linking the initiative with its research and agenda-setting process on various occasions.  In acting as timely messengers and transforming the world into a better place, Italy and Germany can follow the example set by Schwab and use the Silk Road spirit of peaceful exchanges to guide the G7 and G20 summits.  The author is deputy chief of China Daily European Bureau. fujing@chinadaily.com.cn         "
"Consultation, not a trade war, will settle bilateral disputes",9/13/2018,"                      The trade friction between the United States and China does not signify a tipping point in the Sino-US relationship, experts have said, even though the two countries have slapped tariffs on billions of dollars of each other's goods.  After the conclusion of the hearings on the US administration's proposal to impose 25 percent tariff on $200 billion worth of Chinese imports in Washington recently, some US researchers and a top Chinese envoy said they believe cooperation and consultation can resolve the bilateral issues.  ""I would say we're nowhere near a tipping point,"" David Dollar, senior fellow at John L. Thornton China Center, Brookings Institution, said when asked if the world's top two economies, locked in a blistering trade dispute, are approaching a tipping or turning point, as some critics suggest.  ""Let's not forget, there's still a tremendous amount of trade between the US and China, there're 400,000 Chinese students in the US, and there are American tourists going to China... So a little bit of friction does not necessarily mean a turning point,"" Dollar said. ""Hopefully this will be rather temporary, and we'll get back to healthy development of our relationship.""  Dollar, a former US Treasury economic and financial emissary to China, made the remarks on the sidelines of a dialogue at the Brookings Institution on Aug 30 that was attended by US think tank members, a Chinese delegation of researchers and former government officials. ""I've been opposed to these US tariffs right from the start. I don't think these are good instruments,"" Dollar said. ""So for me, a happy solution is China opens up the economy more, and the US pulls back from this trade war.""  At a working lunch at the Center for Strategic and International Studies on the same day, Chinese Ambassador to the US Cui Tiankai said Beijing is always ready to engage in ""serious, substantive and pragmatic"" negotiations and consultations to address the economic and trade issues. ""This has to be a process of goodwill for goodwill, and good faith for good faith. If we can reach an agreement through this approach, I don't think the current economic and trade issues would be that difficult (to resolve),"" Cui said.  Emphasizing that the US-China relationship is the most consequential for the 21st century, John Allen, president of the Brookings Institution, said the relationship features four Cs-cooperation, competition, confrontation and conflict. Americans and Chinese should look for ways to cooperate, and there is much they can do together for the good of all humankind, the retired US Marine Corps four-star general said.  ""We should expect that the two great nations… will compete. But if we're wise, we should see in that competition, opportunities, because we're better for the constructive competition over time,"" he said, adding that if any confrontation occurs, the two sides should take measures to defuse it.  While saying he had ""a certain amount of sympathy"" with the Chinese government in dealing with a ""disorganized"" administration like ""the one we have"", Richard Bush, a senior fellow at the John L. Thornton China Center at Brookings, stressed that China needs to be clear about what its own policies are and ""take measured actions in response to unreasonable things that the Trump administration does"".  And Nicholas Lardy, a senior fellow at the Peterson Institute for International Economics and an expert on the Chinese economy, felt US President Donald Trump seemed ""very reluctant"" to give any ground. ""I think until we see more evidence of the cost of his approach on American consumers and American businessmen and American farmers, he's not going to change course,"" Lardy said after a roundtable at the CSIS on Aug 30.  Judging by the experts' and officials' comments, consultation and cooperation-not a trade war-will help resolve the US-China trade conflict.  The author is deputy editor-in-chief of China Daily USA.  huanxinzhao@chinadailyusa.com         "
